trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,origin_lat,origin_lon,dest_lat,dest_lon
T000455,Route_20,Subway,18,10.3,27,2.05,10.3,Mon,0,Clear,40.84664,-74.06002,40.88686,-73.72412
T000456,Route_1,Subway,9,44.8,34,3.51,2.3,Sun,0,Clear,40.5249,-74.0689,40.9144,-73.93144
T000457,Route_5,Ferry,16,40.5,33,3.66,11.0,Fri,1,Rain,40.75862,-74.00422,40.54039,-73.88519
T000458,Route_5,Subway,9,39.7,24,6.37,7.4,Fri,1,Rain,40.65629,-74.02405,40.77084,-73.84855
T000459,Route_1,Ferry,3,7.9,28,5.28,18.2,Sat,0,Clear,40.5977,-73.91376,40.79696,-73.74606
T000460,Route_11,Ferry,8,10.0,37,5.72,8.4,Tue,0,Clear,40.83155,-73.9814,40.98303,-73.86923
T000461,Route_5,Ferry,5,10.6,31,9.07,19.5,Tue,0,Rain,40.98177,-73.8794,40.86854,-74.03818
T000462,Route_3,Ferry,9,4.6,39,7.75,3.4,Thu,0,Fog,40.82841,-73.75114,40.56506,-73.85908
T000463,Route_2,Ferry,0,31.1,31,2.56,8.2,Fri,1,Rain,40.61966,-74.09104,40.79728,-74.07607
T000464,Route_12,Tram,9,1.8,26,2.17,0.9,Wed,0,Snow,40.51696,-73.99955,40.77,-74.05896
T000465,Route_10,Bus,3,35.5,32,3.02,0.4,Thu,0,Clear,40.82235,-74.02026,40.52774,-74.00097
T000466,Route_14,Train,8,19.6,36,14.95,3.8,Mon,0,Clear,40.63276,-73.75254,40.57065,-74.03555
T000467,Route_18,Tram,13,14.8,32,8.45,0.4,Fri,0,Fog,40.55832,-73.7213,40.56478,-73.70504
T000468,Route_8,Bus,22,36.9,30,7.88,4.9,Sun,0,Snow,40.98238,-73.81923,40.69758,-73.84847
T000469,Route_18,Bus,8,20.0,31,6.55,7.8,Mon,0,Rain,40.79022,-73.8478,40.94728,-74.02286
T000470,Route_8,Train,19,12.5,29,11.0,10.2,Sun,1,Rain,40.82682,-73.74523,40.98962,-74.05973
T000471,Route_12,Tram,22,8.3,30,2.42,8.2,Tue,1,Rain,40.78243,-73.88758,40.5459,-73.75329
T000472,Route_20,Bus,3,33.8,35,4.18,2.2,Sat,0,Clear,40.73774,-73.9055,40.80884,-73.91217
T000473,Route_3,Bus,14,22.8,22,9.55,4.2,Sun,0,Clear,40.70146,-74.0721,40.61643,-73.75868
T000474,Route_9,Bus,2,43.8,30,14.28,9.1,Thu,1,Clear,40.74608,-73.78556,40.79908,-73.73627
T000475,Route_17,Train,0,39.8,33,8.52,5.4,Wed,0,Fog,40.81753,-74.01992,40.67088,-73.90816
T000476,Route_16,Subway,21,39.8,31,5.83,14.3,Tue,0,Clear,40.75864,-73.81419,40.83075,-73.85303
T000477,Route_10,Bus,4,34.4,32,1.58,2.5,Wed,0,Clear,40.59107,-74.08757,40.71744,-73.8007
T000478,Route_19,Ferry,17,34.9,28,14.4,2.4,Thu,0,Rain,40.62984,-73.86541,40.58368,-73.93917
T000479,Route_18,Ferry,8,30.8,31,14.26,4.9,Sat,1,Rain,40.79659,-73.92735,40.84863,-73.78627
T000480,Route_8,Subway,12,1.6,29,12.42,15.1,Sun,0,Clear,40.60305,-73.89271,40.71377,-74.08579
T000481,Route_2,Subway,0,22.8,23,2.54,5.6,Tue,0,Rain,40.85683,-74.05001,40.61753,-73.94701
T000482,Route_16,Ferry,12,6.3,27,12.49,10.4,Thu,0,Clear,40.87267,-73.92599,40.81283,-74.06814
T000483,Route_17,Subway,2,14.2,22,2.04,1.1,Mon,0,Clear,40.67568,-73.78455,40.92383,-74.04821
T000484,Route_18,Subway,4,32.8,32,9.31,1.0,Fri,0,Clear,40.50456,-73.96424,40.82892,-73.90239
T000485,Route_18,Tram,0,14.8,40,4.26,0.7,Thu,0,Clear,40.74176,-73.70955,40.85425,-73.91689
T000486,Route_4,Ferry,20,21.3,29,7.57,2.4,Thu,0,Clear,40.92193,-73.87029,40.56028,-73.89439
T000487,Route_14,Subway,19,38.4,19,6.27,6.9,Sun,0,Clear,40.53309,-73.84981,40.64013,-73.79893
T000488,Route_18,Tram,14,8.0,29,1.91,5.7,Wed,0,Rain,40.75842,-73.9494,40.60319,-73.91315
T000489,Route_1,Bus,20,38.8,20,9.83,3.1,Mon,0,Clear,40.76233,-74.05934,40.54865,-73.74313
T000490,Route_18,Tram,9,19.9,33,14.1,0.2,Mon,0,Clear,40.9978,-74.07355,40.89629,-74.056
T000491,Route_10,Bus,18,19.9,38,11.9,3.5,Mon,0,Rain,40.58817,-73.91268,40.63698,-74.00027
T000492,Route_19,Train,12,9.6,39,13.91,5.0,Fri,0,Clear,40.6874,-73.71001,40.65956,-74.0723
T000493,Route_16,Bus,3,13.7,37,12.87,12.5,Sat,0,Snow,40.72341,-73.88408,40.83969,-74.04166
T000494,Route_18,Train,14,15.2,42,7.8,4.2,Wed,1,Clear,40.53832,-74.05589,40.78987,-73.7883
T000495,Route_19,Train,18,9.3,37,3.61,24.2,Wed,0,Clear,40.50324,-74.01198,40.93428,-73.93182
T000496,Route_9,Train,22,14.6,36,10.39,3.8,Sat,0,Clear,40.83447,-74.01112,40.53068,-74.05912
T000497,Route_19,Ferry,21,36.3,31,13.8,8.7,Sat,0,Clear,40.78021,-73.93367,40.53937,-73.98104
T000498,Route_5,Ferry,7,27.7,33,10.01,4.1,Fri,0,Clear,40.98091,-73.75113,40.87571,-74.03442
T000499,Route_10,Train,0,28.3,31,10.05,2.9,Tue,0,Rain,40.74208,-73.97639,40.99655,-74.02014
T000500,Route_7,Ferry,0,40.4,30,12.54,1.7,Mon,0,Rain,40.68227,-73.9754,40.60435,-74.0728
T000501,Route_4,Train,12,42.8,36,4.74,2.8,Wed,0,Clear,40.95292,-73.92383,40.90355,-73.78935
T000502,Route_15,Tram,19,4.3,30,5.96,5.3,Thu,0,Clear,40.56895,-74.00265,40.77048,-74.09217
T000503,Route_19,Train,11,6.2,32,8.13,3.5,Sat,0,Clear,40.58258,-73.78006,40.84013,-73.99677
T000504,Route_1,Tram,21,1.7,35,2.64,8.9,Wed,0,Clear,40.87841,-73.71967,40.66921,-73.7381
T000505,Route_11,Tram,0,6.8,38,14.67,1.2,Mon,0,Rain,40.82134,-73.95269,40.937,-73.71382
T000506,Route_5,Subway,1,17.5,32,7.88,9.7,Tue,0,Clear,40.59896,-73.70933,40.58663,-74.043
T000507,Route_6,Train,9,34.3,27,2.17,6.8,Mon,0,Rain,40.50669,-73.96252,40.51956,-73.89023
T000508,Route_14,Bus,14,18.7,38,9.01,5.7,Mon,0,Clear,40.88478,-74.03147,40.55637,-73.96636
T000509,Route_10,Train,8,31.0,20,10.65,2.5,Wed,0,Fog,40.97382,-73.91342,40.73431,-74.02899
T000510,Route_13,Train,12,3.8,26,1.95,4.6,Fri,0,Snow,40.77637,-74.06819,40.59275,-74.02369
T000511,Route_8,Train,4,24.7,37,2.11,0.9,Thu,1,Snow,40.75819,-73.9116,40.6091,-74.01957
T000512,Route_12,Bus,12,40.9,39,13.5,0.5,Tue,0,Rain,40.88445,-73.94647,40.87729,-74.07557
T000513,Route_12,Bus,6,11.3,28,11.23,7.5,Sat,0,Clear,40.67835,-74.0332,40.98321,-73.87731
T000514,Route_16,Bus,20,5.4,27,2.27,2.8,Sun,0,Rain,40.59009,-73.97723,40.64813,-73.75084
T000515,Route_17,Train,17,8.0,36,13.66,5.6,Fri,0,Clear,40.94126,-73.93916,40.97612,-73.97073
T000516,Route_15,Subway,16,39.0,20,7.68,0.4,Thu,0,Fog,40.63408,-73.79742,40.6478,-73.70256
T000517,Route_18,Subway,19,20.3,31,5.05,0.8,Wed,0,Clear,40.54869,-73.83605,40.69942,-73.70924
T000518,Route_15,Tram,13,28.5,35,3.1,6.6,Mon,0,Clear,40.68935,-74.00094,40.91404,-73.78705
T000519,Route_19,Tram,15,11.1,27,13.47,2.0,Tue,1,Clear,40.65622,-73.92506,40.73542,-73.88836
T000520,Route_18,Ferry,14,17.4,26,11.27,0.3,Thu,0,Clear,40.96125,-74.06487,40.90843,-73.99556
T000521,Route_10,Subway,13,44.1,26,14.63,1.5,Wed,1,Clear,40.97938,-73.83747,40.64845,-74.05363
T000522,Route_12,Tram,18,0.8,24,7.1,4.8,Fri,0,Snow,40.81544,-73.77235,40.55711,-74.01322
T000523,Route_12,Ferry,17,37.0,32,14.41,4.3,Thu,0,Clear,40.58039,-73.8908,40.78754,-73.96626
T000524,Route_18,Ferry,8,28.7,29,7.19,0.4,Sat,0,Rain,40.53125,-74.05445,40.86019,-73.89521
T000525,Route_13,Tram,8,29.4,29,9.78,0.6,Sat,0,Clear,40.80626,-73.95442,40.81506,-74.07167
T000526,Route_6,Bus,19,24.3,25,12.86,9.4,Sat,0,Clear,40.95002,-73.84732,40.77871,-73.77254
T000527,Route_7,Ferry,11,32.5,29,10.06,2.0,Sun,0,Clear,40.73646,-74.03304,40.65575,-74.05386
T000528,Route_5,Train,19,15.7,29,14.2,3.2,Fri,0,Clear,40.92954,-73.88465,40.73597,-74.09212
T000529,Route_19,Subway,19,44.1,25,5.83,5.5,Mon,1,Rain,40.68461,-73.94446,40.57666,-74.00906
T000530,Route_17,Train,3,23.5,36,4.14,2.7,Tue,0,Clear,40.75677,-73.97327,40.5738,-73.99346
T000531,Route_6,Ferry,19,9.8,37,4.82,2.5,Wed,0,Clear,40.83148,-73.82597,40.5148,-73.94791
T000532,Route_10,Subway,13,4.9,27,7.43,5.7,Sun,0,Clear,40.73519,-73.7435,40.60962,-73.78604
T000533,Route_9,Tram,17,17.7,30,1.57,1.8,Thu,0,Snow,40.99406,-73.94381,40.92098,-73.92087
T000534,Route_12,Bus,13,4.2,17,8.61,5.8,Wed,0,Clear,40.68286,-74.09599,40.93903,-73.79887
T000535,Route_11,Tram,14,25.7,34,14.27,0.0,Fri,1,Clear,40.92257,-73.86146,40.90974,-73.90547
T000536,Route_11,Ferry,18,33.7,28,10.99,1.4,Fri,0,Clear,40.59211,-73.74594,40.58867,-73.9276
T000537,Route_19,Train,16,2.3,22,1.77,0.1,Wed,0,Clear,40.61474,-73.71713,40.94834,-73.74512
T000538,Route_7,Subway,10,19.7,38,13.87,11.9,Thu,0,Snow,40.71577,-73.95575,40.96932,-73.83629
T000539,Route_5,Tram,11,28.9,29,3.68,7.3,Sat,0,Clear,40.50413,-73.96126,40.77378,-73.9655
T000540,Route_15,Tram,10,36.9,41,9.31,3.0,Sun,0,Clear,40.74345,-73.73525,40.95841,-73.87779
T000541,Route_4,Ferry,6,10.1,28,10.41,0.3,Mon,0,Snow,40.98908,-74.06455,40.8888,-73.7286
T000542,Route_16,Subway,8,24.8,28,4.55,1.5,Thu,0,Clear,40.67335,-73.732,40.58707,-74.07692
T000543,Route_14,Subway,20,35.4,30,7.33,1.5,Sat,0,Rain,40.7492,-73.87236,40.70485,-74.02739
T000544,Route_11,Train,14,42.1,27,5.12,7.7,Thu,0,Clear,40.7682,-73.75665,40.58579,-73.92703
T000545,Route_9,Bus,15,3.5,23,13.53,0.3,Fri,0,Clear,40.70981,-74.04987,40.53157,-73.90761
T000546,Route_19,Ferry,21,38.7,29,5.94,1.1,Sun,0,Snow,40.68911,-73.80175,40.6917,-73.92414
T000547,Route_13,Ferry,22,19.2,35,5.63,3.2,Mon,0,Rain,40.80303,-74.01954,40.93458,-73.98381
T000548,Route_7,Tram,1,38.1,32,1.59,4.9,Fri,0,Rain,40.74924,-73.76242,40.94042,-73.71743
T000549,Route_6,Train,2,11.6,31,4.62,8.3,Tue,0,Rain,40.65897,-74.01765,40.94473,-74.00616
T000550,Route_12,Bus,5,43.3,16,7.31,4.1,Mon,0,Clear,40.90905,-73.72424,40.549,-73.8392
T000551,Route_12,Tram,1,6.6,27,10.19,7.3,Wed,0,Rain,40.89407,-73.84662,40.86733,-73.88778
T000552,Route_15,Train,8,8.1,41,4.88,1.4,Sun,0,Clear,40.66612,-73.9796,40.59828,-74.04412
T000553,Route_18,Train,1,17.1,38,10.02,0.4,Sat,0,Clear,40.61751,-74.08851,40.87657,-73.89428
T000554,Route_17,Ferry,21,20.0,23,6.51,2.7,Sat,0,Clear,40.5821,-73.85433,40.97744,-73.81121
T000555,Route_8,Bus,4,15.1,34,3.4,2.1,Tue,0,Clear,40.82436,-73.93327,40.52055,-73.91451
T000556,Route_19,Subway,11,38.8,27,9.23,7.9,Thu,0,Clear,40.83351,-73.94832,40.92498,-73.92845
T000557,Route_15,Ferry,18,18.8,25,12.01,4.1,Thu,0,Rain,40.68837,-73.92268,40.99531,-73.70407
T000558,Route_7,Train,22,30.4,23,2.59,1.0,Wed,0,Clear,40.59653,-73.72746,40.5171,-73.90614
T000559,Route_5,Ferry,5,38.8,31,12.22,16.9,Sat,0,Clear,40.99917,-74.06403,40.78733,-73.87599
T000560,Route_13,Ferry,0,11.2,34,8.57,0.3,Sat,0,Snow,40.75449,-73.8647,40.73892,-74.06487
T000561,Route_1,Train,15,35.9,30,8.36,6.0,Tue,0,Clear,40.56933,-74.02713,40.62271,-74.07276
T000562,Route_1,Tram,17,44.0,34,6.8,9.1,Tue,0,Snow,40.62068,-73.76536,40.91655,-73.9054
T000563,Route_17,Subway,19,25.8,32,7.36,11.4,Thu,0,Rain,40.68218,-74.03842,40.98954,-73.81578
T000564,Route_10,Train,9,24.9,32,6.31,5.9,Fri,0,Clear,40.67186,-73.96077,40.82016,-73.72248
T000565,Route_16,Ferry,13,25.9,28,2.88,9.7,Tue,0,Clear,40.66499,-74.07294,40.66938,-73.81177
T000566,Route_17,Bus,10,31.9,27,14.26,11.9,Mon,0,Clear,40.82341,-73.8228,40.84953,-74.03174
T000567,Route_6,Subway,12,11.1,33,9.95,0.0,Mon,0,Rain,40.68236,-73.95166,40.62521,-73.70223
T000568,Route_14,Bus,19,44.0,29,10.48,1.0,Wed,0,Clear,40.74663,-73.78533,40.70276,-73.79668
T000569,Route_15,Subway,1,17.0,32,3.26,0.0,Tue,0,Clear,40.8805,-73.96666,40.7728,-73.78453
T000570,Route_10,Ferry,3,41.2,36,9.06,1.6,Sat,1,Snow,40.5816,-74.03362,40.66568,-73.9513
T000571,Route_18,Tram,6,4.5,31,2.67,1.4,Sat,1,Clear,40.94847,-74.05864,40.74846,-73.76535
T000572,Route_8,Bus,18,23.9,30,7.41,6.0,Fri,0,Rain,40.63068,-74.00309,40.59082,-73.74805
T000573,Route_15,Ferry,11,7.4,25,9.94,7.9,Sat,0,Clear,40.58118,-74.08032,40.79224,-73.86471
T000574,Route_18,Subway,1,13.9,28,11.57,7.1,Wed,0,Clear,40.88763,-73.8304,40.65687,-73.98025
T000575,Route_2,Bus,3,32.1,29,3.18,6.7,Sun,0,Clear,40.56502,-73.81069,40.85927,-73.90373
T000576,Route_5,Bus,5,12.8,32,9.12,1.7,Sun,0,Fog,40.68573,-73.75573,40.84455,-74.06634
T000577,Route_18,Bus,13,14.2,32,12.94,5.5,Sun,0,Clear,40.96397,-73.72014,40.85205,-73.97846
T000578,Route_15,Train,9,5.3,28,13.28,12.1,Mon,0,Fog,40.56586,-74.08899,40.58477,-74.04219
