player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,home_lat,home_lon,region
P0519,Team_B,Midfielder,63,0.0,1.0,8.5,30.2,36,12,3.36,46.5661,-91.2913,West
P0520,Team_B,Guard,22,10.8,3.7,5.7,28.2,24,10,2.33,27.6205,-86.9903,South
P0521,Team_L,Midfielder,44,11.2,5.9,3.5,26.1,29,16,0.98,45.3476,-93.7295,Midwest
P0522,Team_A,Forward,17,13.7,0.0,8.4,20.7,31,0,2.7,40.6457,-76.4942,Northeast
P0523,Team_I,Midfielder,33,16.6,1.9,5.8,35.2,27,16,1.22,33.369,-73.7872,South
P0524,Team_H,Center,66,20.2,5.0,0.0,30.8,33,12,2.87,29.1104,-83.9408,West
P0525,Team_A,Forward,39,0.0,6.7,5.9,20.4,24,1,9.94,31.9117,-70.1598,Northeast
P0526,Team_B,Defender,26,10.4,3.1,3.8,27.5,31,12,2.62,30.9969,-105.3658,West
P0527,Team_B,Guard,57,10.1,5.1,19.3,19.9,34,8,0.5,47.2509,-119.484,South
P0528,Team_I,Center,49,2.7,2.9,5.8,33.2,24,9,0.5,36.9706,-100.1858,Midwest
P0529,Team_B,Defender,62,13.9,6.2,6.8,12.6,32,1,3.11,38.4643,-84.5299,West
P0530,Team_H,Center,62,9.7,7.3,9.7,17.1,25,12,5.64,28.3234,-89.3413,West
P0531,Team_I,Guard,38,22.6,1.4,0.0,18.1,24,2,0.83,43.0917,-81.1668,West
P0532,Team_C,Defender,66,17.8,8.1,9.3,21.9,36,17,1.45,30.5667,-97.3389,Midwest
P0533,Team_A,Center,40,3.8,0.0,1.1,27.4,31,13,0.5,34.7164,-77.994,Pacific
P0534,Team_D,Midfielder,24,6.6,1.3,4.2,25.5,31,13,18.85,27.2197,-70.1133,South
P0535,Team_H,Striker,39,7.0,3.8,5.5,24.7,28,9,0.89,36.3017,-105.0324,Pacific
P0536,Team_H,Striker,39,3.3,3.6,9.5,28.1,21,8,2.89,39.6566,-120.5566,South
P0537,Team_C,Guard,54,13.7,0.0,0.4,17.4,31,15,3.17,33.3599,-81.0353,South
P0538,Team_L,Defender,48,18.3,0.5,0.0,11.2,33,9,1.76,38.704,-75.5399,West
P0539,Team_J,Defender,11,28.6,0.0,2.5,36.2,30,12,2.01,39.9393,-106.1216,Midwest
P0540,Team_J,Midfielder,39,0.5,0.0,14.0,11.7,26,17,4.09,35.1567,-93.4963,Midwest
P0541,Team_G,Defender,18,9.6,4.1,4.7,33.0,33,0,3.97,33.6224,-77.4941,West
P0542,Team_G,Striker,40,12.2,7.3,5.7,29.4,25,5,0.5,40.0634,-115.5524,Pacific
P0543,Team_F,Guard,21,16.8,0.0,0.0,17.8,30,14,1.89,36.7194,-99.679,Midwest
P0544,Team_F,Center,21,10.8,0.9,9.9,33.6,33,17,0.5,37.6847,-96.9725,Pacific
P0545,Team_I,Defender,27,12.4,4.5,2.3,18.7,22,15,0.5,47.7814,-90.1234,Northeast
P0546,Team_B,Center,50,11.9,0.4,8.7,43.1,20,7,2.86,39.9208,-96.3168,Midwest
P0547,Team_I,Center,62,0.7,1.6,6.4,29.6,28,10,0.5,47.3615,-71.721,West
P0548,Team_G,Center,41,5.7,3.5,7.3,20.4,26,13,0.69,28.9549,-84.3324,South
P0549,Team_L,Center,64,21.8,1.9,3.5,32.7,26,3,10.06,35.1487,-122.2012,Pacific
