trip_id,route,vehicle,distance_km,base_time_min,traffic_level,weather_severity,driver_experience_years,actual_delay_min,on_time
T0831,Route_C,Motorcycle,182.5,316.0,1,0,12,39.7,1
T0832,Route_B,Motorcycle,148.5,294.1,1,0,9,79.1,0
T0833,Route_C,SUV,144.9,361.7,0,0,3,0.0,1
T0834,Route_B,Van,151.4,396.5,0,2,1,280.5,0
T0835,Route_B,SUV,46.1,85.5,1,2,10,64.2,0
T0836,Route_D,Truck,110.5,174.6,1,0,10,45.7,0
T0837,Route_E,Motorcycle,103.9,224.7,0,0,6,0.0,1
T0838,Route_B,Motorcycle,145.3,352.7,0,0,10,13.7,1
T0839,Route_F,Van,70.4,206.2,1,1,6,96.9,0
T0840,Route_B,Truck,126.5,274.5,1,0,4,113.5,0
T0841,Route_B,Truck,185.7,476.4,0,1,10,78.7,0
T0842,Route_C,Van,193.3,340.7,1,0,14,0.0,1
T0843,Route_D,Truck,194.7,293.5,0,0,9,0.0,1
T0844,Route_C,Van,147.9,373.7,0,0,6,0.0,1
T0845,Route_D,Motorcycle,50.7,77.5,2,3,3,103.5,0
T0846,Route_B,Truck,36.1,97.0,1,0,3,38.1,0
T0847,Route_F,Van,180.3,439.2,0,0,11,0.0,1
T0848,Route_D,SUV,20.7,52.0,1,0,3,20.7,0
T0849,Route_D,Motorcycle,159.3,287.0,2,2,9,207.3,0
T0850,Route_A,Motorcycle,130.8,199.5,2,0,7,133.4,0
T0851,Route_A,Van,141.8,215.7,0,1,10,22.1,1
T0852,Route_E,SUV,102.3,164.5,1,1,10,60.8,0
T0853,Route_F,Truck,34.1,84.4,0,2,12,15.6,0
T0854,Route_C,SUV,153.7,365.4,0,0,6,0.0,1
T0855,Route_C,SUV,195.9,441.3,0,2,8,240.9,0
T0856,Route_B,SUV,86.5,240.5,2,0,14,107.1,0
T0857,Route_D,Truck,24.9,37.9,1,3,2,34.1,0
T0858,Route_E,Van,67.4,178.3,2,0,4,115.7,0
T0859,Route_B,Truck,29.8,63.8,0,2,7,24.6,0
T0860,Route_A,Truck,42.4,93.7,0,0,13,0.0,1
T0861,Route_D,Van,170.4,381.6,0,1,14,10.7,1
T0862,Route_A,Truck,187.2,484.8,2,3,8,520.7,0
T0863,Route_E,Van,70.1,116.4,0,3,11,49.1,0
T0864,Route_F,Motorcycle,46.0,116.7,2,0,14,54.8,0
T0865,Route_D,Motorcycle,92.2,271.9,0,0,9,0.0,1
T0866,Route_A,Van,19.9,49.8,0,1,7,7.9,0
T0867,Route_A,Motorcycle,114.9,207.7,1,0,10,53.1,0
T0868,Route_F,Motorcycle,145.9,288.8,2,0,1,224.1,0
T0869,Route_F,SUV,50.7,85.5,0,1,11,12.6,1
T0870,Route_B,Van,57.6,147.1,1,3,4,132.4,0
T0871,Route_F,Van,108.0,194.7,0,0,11,0.0,1
T0872,Route_D,Van,63.5,109.7,0,0,13,0.0,1
T0873,Route_B,Motorcycle,20.1,30.7,0,1,2,1.7,1
T0874,Route_B,Motorcycle,149.4,250.5,1,0,14,89.0,0
T0875,Route_F,Van,126.9,370.4,1,1,5,186.8,0
T0876,Route_C,Motorcycle,44.6,116.7,2,1,5,114.2,0
T0877,Route_D,SUV,63.7,119.4,0,0,14,0.0,1
T0878,Route_C,Truck,131.7,257.3,0,0,1,14.4,1
T0879,Route_C,Motorcycle,104.8,240.1,1,0,13,62.9,0
T0880,Route_E,Truck,102.3,170.4,0,0,14,0.0,1
T0881,Route_F,Motorcycle,22.5,42.4,0,0,6,0.0,1
T0882,Route_A,Van,169.2,307.0,0,2,7,125.1,0
T0883,Route_E,Van,106.7,202.2,1,3,11,137.2,0
T0884,Route_B,Van,29.0,61.0,0,2,1,19.0,0
T0885,Route_B,Van,106.4,250.0,0,2,7,67.5,0
T0886,Route_F,Motorcycle,25.6,62.6,0,3,2,45.1,0
T0887,Route_D,SUV,103.1,231.0,0,1,10,0.0,1
T0888,Route_E,Motorcycle,23.5,54.4,1,2,2,31.4,0
T0889,Route_A,SUV,41.6,63.0,0,1,7,6.9,1
T0890,Route_B,Motorcycle,80.8,125.7,2,1,14,65.3,0
T0891,Route_A,SUV,28.5,79.1,0,3,11,34.9,0
T0892,Route_D,Truck,188.5,472.4,1,1,10,230.6,0
T0893,Route_B,SUV,132.3,249.2,0,2,12,99.3,0
T0894,Route_C,Truck,144.2,261.1,1,2,14,140.7,0
T0895,Route_A,Van,93.2,159.7,0,3,5,112.0,0
T0896,Route_F,SUV,77.5,118.3,1,0,3,25.9,0
T0897,Route_A,Van,79.6,172.2,0,0,12,6.3,1
T0898,Route_E,Truck,71.7,128.5,1,0,5,37.0,0
T0899,Route_B,Van,125.5,284.2,1,0,14,88.7,0
T0900,Route_A,Motorcycle,138.1,387.7,0,3,14,137.4,0
T0901,Route_F,SUV,104.2,194.3,1,0,8,53.4,0
T0902,Route_D,SUV,25.5,64.0,1,2,4,47.5,0
T0903,Route_F,Truck,196.1,469.5,1,0,12,61.6,1
T0904,Route_B,SUV,191.2,550.6,0,0,9,38.0,1
T0905,Route_D,Truck,110.6,270.3,0,2,8,126.7,0
T0906,Route_D,Truck,71.0,206.1,2,0,13,91.0,0
T0907,Route_E,Truck,166.4,491.1,2,1,12,375.4,0
T0908,Route_F,SUV,113.7,297.1,0,1,14,46.4,0
T0909,Route_A,SUV,151.3,384.3,2,0,14,154.2,0
T0910,Route_D,Van,90.9,211.1,1,1,1,147.0,0
T0911,Route_C,SUV,69.2,136.4,1,3,10,100.7,0
T0912,Route_A,Motorcycle,43.8,93.7,0,3,2,56.1,0
T0913,Route_F,Van,178.1,303.7,0,1,9,13.0,1
T0914,Route_B,SUV,145.7,424.2,2,1,12,317.7,0
T0915,Route_F,Motorcycle,134.8,278.9,2,2,6,299.9,0
T0916,Route_C,Van,99.4,158.6,1,2,7,141.6,0
T0917,Route_B,Truck,11.4,25.7,1,0,13,2.3,1
T0918,Route_B,Truck,56.7,143.5,2,0,4,87.5,0
T0919,Route_B,Truck,109.9,176.5,2,2,7,164.7,0
T0920,Route_F,Motorcycle,111.7,276.4,1,1,8,80.8,0
T0921,Route_F,SUV,29.7,71.0,0,1,3,16.6,0
T0922,Route_C,Motorcycle,36.9,70.7,0,2,7,13.1,0
T0923,Route_A,Truck,193.4,328.0,0,0,10,0.0,1
T0924,Route_A,Motorcycle,97.5,147.7,0,2,4,71.1,0
T0925,Route_D,Truck,59.5,120.3,2,0,1,86.5,0
T0926,Route_E,SUV,128.0,335.4,0,1,2,102.4,0
T0927,Route_D,Motorcycle,97.0,285.1,1,3,5,286.1,0
T0928,Route_B,Truck,180.8,522.4,0,0,7,0.0,1
T0929,Route_C,Van,102.4,163.1,1,1,6,77.6,0
T0930,Route_A,Truck,114.0,257.0,0,1,1,26.9,1
T0931,Route_A,Truck,99.3,192.9,0,0,11,0.0,1
T0932,Route_A,Van,123.5,260.0,1,0,6,63.5,0
T0933,Route_D,Truck,114.2,237.5,0,1,4,22.4,1
T0934,Route_A,Truck,195.1,534.2,0,0,8,0.0,1
T0935,Route_C,Truck,134.1,384.8,2,1,6,269.3,0
T0936,Route_A,Truck,42.3,113.5,0,0,3,0.0,1
T0937,Route_A,Van,81.1,232.3,0,2,11,88.3,0
T0938,Route_A,Motorcycle,76.4,207.0,1,0,11,87.7,0
T0939,Route_D,Van,180.4,482.3,0,0,9,0.0,1
T0940,Route_A,Truck,87.4,157.5,0,1,6,20.4,1
T0941,Route_F,Motorcycle,110.5,301.3,0,2,11,122.1,0
T0942,Route_C,SUV,32.0,79.9,1,1,8,28.8,0
T0943,Route_A,SUV,123.9,233.4,0,1,3,93.4,0
T0944,Route_C,Motorcycle,56.3,145.6,0,2,2,79.0,0
T0945,Route_B,Van,67.5,119.3,0,1,10,17.1,1
T0946,Route_A,Motorcycle,72.6,190.2,2,2,12,195.4,0
T0947,Route_F,SUV,34.6,58.7,0,2,5,34.9,0
T0948,Route_E,SUV,175.5,274.7,0,2,11,112.3,0
T0949,Route_C,Motorcycle,65.3,166.0,0,0,12,0.0,1
T0950,Route_B,Motorcycle,161.6,343.0,0,0,10,0.0,1
T0951,Route_B,Motorcycle,75.0,181.1,0,0,8,0.0,1
T0952,Route_A,Van,94.6,257.9,2,1,4,247.4,0
T0953,Route_D,SUV,71.2,159.9,0,0,10,0.0,1
T0954,Route_C,SUV,90.4,166.8,0,2,5,84.8,0
T0955,Route_C,Van,88.4,211.6,0,0,13,0.0,1
T0956,Route_D,SUV,48.6,141.0,0,0,4,5.0,1
T0957,Route_E,Truck,39.7,112.4,0,0,10,0.0,1
T0958,Route_A,Motorcycle,98.0,293.3,1,0,3,71.4,0
T0959,Route_A,Truck,61.0,142.6,0,0,7,0.0,1
T0960,Route_A,Motorcycle,122.4,195.4,2,1,10,135.6,0
T0961,Route_F,SUV,50.3,141.9,0,0,12,0.0,1
T0962,Route_F,Van,7.9,15.6,1,0,1,6.6,0
T0963,Route_E,Truck,121.8,232.8,0,2,2,116.6,0
T0964,Route_B,Motorcycle,166.0,324.7,0,0,1,37.5,1
T0965,Route_D,Motorcycle,199.6,355.8,0,0,14,0.0,1
T0966,Route_C,Truck,89.5,241.6,1,1,5,112.9,0
T0967,Route_E,Motorcycle,40.0,66.0,0,1,9,3.4,1
T0968,Route_D,Van,187.5,449.3,2,2,2,476.8,0
T0969,Route_C,Van,193.3,352.4,2,0,10,203.1,0
T0970,Route_E,SUV,184.1,525.9,0,0,11,0.0,1
T0971,Route_C,Truck,61.3,145.9,1,2,2,105.7,0
T0972,Route_D,Truck,121.8,195.8,0,3,1,107.7,0
T0973,Route_C,Truck,122.5,203.4,1,2,9,131.0,0
T0974,Route_B,SUV,182.3,535.2,0,1,7,124.9,0
T0975,Route_E,Truck,40.0,94.8,2,1,13,52.5,0
T0976,Route_B,SUV,60.6,134.3,0,1,10,29.9,0
T0977,Route_D,Truck,154.6,279.7,0,1,10,87.3,0
T0978,Route_A,Motorcycle,98.0,269.8,1,1,10,101.8,0
T0979,Route_B,Van,67.4,143.8,0,0,12,0.0,1
T0980,Route_D,Motorcycle,74.5,142.3,2,0,14,68.9,0
T0981,Route_E,SUV,195.7,352.4,0,0,11,0.0,1
T0982,Route_D,SUV,24.3,66.0,2,0,4,48.5,0
T0983,Route_D,SUV,125.0,195.0,0,1,13,21.2,1
T0984,Route_B,Truck,104.8,182.1,0,1,13,15.0,1
T0985,Route_B,SUV,154.4,347.0,0,2,1,160.9,0
T0986,Route_A,Truck,177.0,304.6,1,3,2,292.8,0
T0987,Route_A,SUV,182.1,298.6,0,2,14,124.2,0
T0988,Route_F,Motorcycle,104.2,206.3,2,3,2,269.2,0
T0989,Route_D,Van,139.8,399.0,2,1,4,332.7,0
T0990,Route_F,SUV,170.7,331.0,0,0,4,0.0,1
T0991,Route_F,SUV,12.6,22.5,1,3,14,15.5,0
T0992,Route_E,Motorcycle,12.9,34.8,0,2,13,1.3,1
T0993,Route_A,Van,140.3,244.1,2,1,2,203.7,0
T0994,Route_A,Motorcycle,134.0,279.7,0,1,8,58.0,0
T0995,Route_E,Motorcycle,109.0,163.6,0,0,3,31.9,0
T0996,Route_C,Truck,12.1,34.5,0,2,1,19.3,0
T0997,Route_F,SUV,164.3,482.9,1,1,13,172.7,0
T0998,Route_D,Truck,5.6,8.4,2,0,14,3.3,0
T0999,Route_A,Truck,91.9,253.2,0,1,5,40.1,0
T1000,Route_E,Truck,103.6,158.2,2,0,3,111.5,0
