trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000504,Route_12,Subway,4,40.2,24,3.75,4.8,Sat,0,Clear,86.85,91.8,0.945,4.9
T000505,Route_7,Ferry,6,16.6,31,13.55,0.1,Sat,0,Clear,384.24,30.45,0.788,3.6
T000506,Route_16,Subway,1,43.2,35,6.89,5.9,Tue,0,Clear,287.82,120.14,0.843,3.3
T000507,Route_14,Subway,16,4.9,30,6.98,1.0,Mon,0,Rain,194.71,11.04,0.948,3.2
T000508,Route_3,Ferry,10,16.6,38,5.28,1.5,Sun,0,Clear,179.87,44.65,0.836,3.8
T000509,Route_10,Ferry,15,12.8,28,6.07,1.4,Wed,0,Rain,163.7,31.33,0.902,3.7
T000510,Route_12,Tram,1,24.6,25,1.54,8.2,Fri,0,Clear,33.08,56.09,0.931,2.7
T000511,Route_1,Subway,11,9.9,26,14.42,4.0,Sun,1,Clear,403.02,28.54,0.693,3.9
T000512,Route_2,Train,9,25.6,28,1.93,2.8,Thu,0,Clear,61.73,77.38,0.918,3.9
T000513,Route_10,Train,15,15.3,26,2.85,3.1,Thu,0,Fog,60.06,37.43,0.781,3.9
T000514,Route_3,Train,6,38.3,27,5.08,0.9,Thu,0,Clear,145.12,89.86,0.933,5.0
T000515,Route_11,Bus,0,20.5,22,9.6,0.4,Wed,0,Rain,213.83,30.45,0.758,3.9
T000516,Route_9,Train,5,13.9,27,7.59,5.0,Wed,0,Clear,235.98,33.52,0.9,5.0
T000517,Route_18,Bus,13,41.7,33,7.54,11.3,Mon,0,Snow,224.52,98.2,0.926,3.1
T000518,Route_14,Tram,5,13.8,28,9.04,2.7,Sat,0,Clear,286.13,27.69,0.883,2.3
T000519,Route_2,Train,17,20.8,34,7.18,5.0,Fri,1,Clear,291.15,29.17,0.814,4.5
T000520,Route_18,Bus,3,3.4,32,4.16,3.0,Sun,0,Fog,128.97,5.0,0.861,3.1
T000521,Route_20,Train,21,8.2,34,14.64,0.4,Thu,0,Rain,519.63,22.58,0.751,3.5
T000522,Route_4,Train,14,17.3,30,12.94,5.6,Sun,0,Clear,415.96,46.8,0.995,4.0
T000523,Route_5,Tram,15,11.4,35,4.85,11.8,Tue,0,Clear,154.02,13.64,0.937,2.8
T000524,Route_18,Train,2,12.6,32,2.25,5.4,Tue,0,Clear,78.77,36.3,0.789,2.9
T000525,Route_6,Bus,8,15.2,27,14.92,6.0,Thu,0,Rain,341.62,36.72,0.844,2.5
T000526,Route_15,Bus,21,41.3,22,4.59,2.9,Thu,0,Rain,113.33,104.39,0.848,5.0
T000527,Route_4,Subway,9,19.3,42,2.83,10.6,Thu,0,Rain,137.9,40.13,0.941,3.1
T000528,Route_6,Train,8,20.8,36,10.35,1.6,Wed,0,Clear,329.34,39.83,0.974,3.3
T000529,Route_18,Bus,22,24.5,30,8.98,0.7,Thu,0,Snow,252.2,66.0,0.969,2.7
T000530,Route_13,Train,8,13.0,28,10.77,0.2,Thu,0,Snow,242.04,26.84,0.801,2.1
T000531,Route_14,Train,3,30.8,38,3.28,0.3,Sun,0,Clear,121.69,75.59,0.892,4.2
T000532,Route_11,Ferry,13,27.1,24,10.72,1.7,Thu,0,Clear,294.38,56.85,0.882,4.1
T000533,Route_19,Train,9,27.9,28,14.61,3.6,Sun,0,Clear,479.64,79.19,1.0,2.6
T000534,Route_14,Bus,12,38.3,27,11.42,0.9,Mon,0,Rain,310.46,106.66,0.783,3.3
T000535,Route_7,Train,9,43.9,34,11.38,6.5,Sat,0,Fog,339.16,119.62,0.793,4.5
T000536,Route_5,Train,6,2.8,39,12.31,2.5,Sun,0,Clear,527.08,12.98,0.746,2.1
T000537,Route_1,Train,0,5.7,33,11.4,4.6,Mon,0,Snow,341.47,6.82,0.846,4.4
T000538,Route_10,Ferry,10,43.0,36,10.03,17.7,Sun,1,Clear,389.42,108.61,0.922,4.9
T000539,Route_16,Ferry,14,19.8,36,13.2,5.7,Mon,0,Rain,428.58,44.27,0.77,2.7
T000540,Route_15,Subway,7,1.7,35,3.57,2.0,Fri,0,Clear,115.63,23.99,0.911,2.9
T000541,Route_4,Bus,7,36.2,21,4.91,5.1,Thu,0,Clear,88.63,89.99,0.773,3.3
T000542,Route_7,Ferry,8,10.4,28,10.4,11.0,Fri,0,Rain,281.35,29.92,0.81,3.6
T000543,Route_3,Train,1,40.6,31,2.46,19.7,Sun,0,Rain,61.63,78.99,0.973,4.8
T000544,Route_20,Bus,17,19.0,28,6.06,4.9,Thu,0,Rain,203.28,46.37,0.832,3.7
T000545,Route_12,Tram,1,15.0,24,12.97,3.3,Mon,0,Rain,328.31,49.23,0.824,2.2
T000546,Route_3,Tram,19,18.8,28,12.33,1.2,Sun,0,Snow,319.0,33.64,0.973,2.9
T000547,Route_1,Bus,10,18.2,41,7.03,6.7,Mon,0,Rain,289.7,58.94,0.83,3.9
T000548,Route_7,Tram,0,43.0,31,7.17,6.1,Tue,0,Clear,221.26,101.95,0.875,3.2
T000549,Route_6,Subway,18,2.8,33,10.94,2.4,Thu,0,Clear,428.73,5.48,0.843,3.7
T000550,Route_12,Tram,22,6.0,34,13.35,0.5,Sun,0,Clear,513.04,23.67,0.843,5.0
T000551,Route_13,Tram,6,1.0,32,11.15,1.8,Tue,0,Clear,325.85,5.0,0.752,5.0
T000552,Route_16,Train,15,43.4,39,3.76,4.5,Thu,0,Fog,123.9,105.99,0.742,4.3
T000553,Route_5,Ferry,9,11.4,38,2.97,1.0,Tue,0,Snow,112.64,31.67,0.89,3.1
T000554,Route_10,Ferry,10,25.3,27,11.12,5.6,Mon,0,Rain,337.81,65.42,0.891,3.8
T000555,Route_15,Train,0,4.8,21,12.73,3.2,Mon,0,Snow,274.74,8.7,0.761,3.7
T000556,Route_13,Subway,6,8.1,39,6.58,3.2,Mon,0,Rain,227.97,28.85,0.901,5.0
T000557,Route_13,Subway,0,24.2,26,12.76,1.8,Fri,0,Clear,347.18,38.86,0.934,4.6
T000558,Route_4,Ferry,6,27.1,28,3.6,0.6,Fri,0,Fog,91.06,77.71,0.78,3.8
T000559,Route_7,Tram,2,4.5,30,3.08,0.3,Mon,0,Clear,85.68,5.0,0.816,2.4
T000560,Route_5,Ferry,6,43.5,27,7.57,4.3,Sun,0,Clear,207.32,118.49,0.728,4.3
T000561,Route_1,Subway,11,6.5,26,14.57,2.5,Sat,0,Clear,391.86,21.61,0.758,3.1
T000562,Route_18,Ferry,15,33.9,27,3.61,0.8,Sun,0,Clear,106.7,66.4,0.645,2.6
T000563,Route_19,Bus,0,18.1,37,11.06,10.5,Thu,0,Clear,329.8,39.37,0.695,3.4
T000564,Route_17,Ferry,11,33.7,39,1.58,9.0,Sun,0,Clear,56.6,101.0,0.813,3.7
T000565,Route_19,Bus,4,23.5,34,10.97,1.7,Tue,0,Clear,355.46,38.21,0.786,3.3
T000566,Route_13,Tram,4,19.6,26,13.86,1.0,Tue,0,Clear,367.18,49.48,0.896,3.8
T000567,Route_4,Train,21,29.7,33,4.84,0.4,Sat,0,Clear,144.5,72.74,0.812,2.4
T000568,Route_5,Ferry,0,38.6,25,12.68,7.3,Sun,0,Clear,328.02,93.32,0.788,4.0
T000569,Route_3,Train,16,5.1,23,6.27,0.9,Tue,0,Clear,166.63,12.01,0.687,3.4
T000570,Route_5,Train,12,2.4,34,13.7,1.3,Sun,0,Rain,387.1,5.0,0.728,4.7
T000571,Route_13,Bus,9,21.0,32,6.7,0.4,Fri,0,Clear,207.31,47.36,0.582,2.6
T000572,Route_5,Bus,1,5.2,27,13.45,0.7,Fri,0,Rain,314.17,7.52,0.945,5.0
T000573,Route_14,Subway,8,11.8,32,5.29,0.3,Tue,0,Clear,174.63,24.58,0.858,1.4
T000574,Route_9,Ferry,14,13.2,34,3.34,5.7,Mon,0,Clear,120.02,35.31,0.796,2.7
T000575,Route_10,Tram,18,12.4,22,13.05,19.2,Wed,0,Clear,332.4,37.19,0.798,3.7
T000576,Route_13,Bus,19,40.2,31,7.91,1.9,Sun,0,Rain,196.49,90.79,0.843,2.9
T000577,Route_17,Ferry,19,16.6,43,11.67,4.0,Sun,0,Clear,533.27,38.97,0.774,3.9
T000578,Route_12,Tram,18,31.2,31,10.03,4.2,Wed,0,Clear,254.74,83.2,0.876,3.1
T000579,Route_19,Ferry,0,36.3,21,7.68,4.1,Wed,1,Rain,154.07,101.7,0.776,4.1
T000580,Route_10,Bus,17,5.8,35,11.83,1.9,Tue,0,Clear,442.59,16.23,1.0,3.6
T000581,Route_14,Tram,12,40.2,29,11.96,1.0,Mon,1,Clear,300.08,101.82,0.909,3.4
T000582,Route_6,Bus,18,39.0,32,8.05,3.4,Sat,0,Clear,243.01,105.73,0.865,3.8
T000583,Route_10,Ferry,7,43.9,29,10.37,5.3,Sat,0,Clear,359.9,104.74,0.755,3.5
T000584,Route_20,Tram,12,13.3,26,2.38,9.8,Sat,0,Snow,51.0,31.4,0.851,3.0
T000585,Route_9,Ferry,21,10.8,27,1.97,26.5,Tue,0,Clear,57.42,6.79,0.805,2.3
T000586,Route_12,Ferry,17,2.5,21,9.13,6.5,Wed,0,Rain,163.69,27.94,1.0,3.0
T000587,Route_7,Bus,14,7.8,21,2.74,16.4,Sun,0,Clear,58.53,10.62,0.737,3.4
T000588,Route_9,Bus,21,29.3,41,3.34,11.5,Sun,0,Clear,154.96,74.19,0.878,3.4
T000589,Route_20,Ferry,2,4.7,29,3.42,1.2,Fri,0,Clear,114.03,14.9,0.723,1.9
T000590,Route_13,Subway,0,31.5,37,11.5,2.0,Sat,0,Clear,476.23,72.67,0.902,1.8
T000591,Route_13,Bus,0,12.1,32,6.87,4.8,Thu,0,Rain,222.23,15.27,0.844,4.0
T000592,Route_2,Bus,10,26.6,35,3.08,0.7,Sat,0,Fog,106.05,49.74,0.918,1.8
T000593,Route_11,Bus,11,2.1,28,11.0,4.2,Thu,0,Clear,369.08,5.0,0.699,3.1
T000594,Route_8,Train,20,32.9,31,5.82,1.8,Mon,0,Clear,170.3,78.83,0.866,2.4
T000595,Route_2,Train,2,4.0,41,11.27,6.5,Wed,0,Clear,459.59,5.0,0.89,2.7
T000596,Route_15,Bus,7,13.7,39,5.63,3.6,Fri,0,Rain,192.98,34.82,0.982,2.6
T000597,Route_15,Ferry,18,32.3,35,9.2,11.2,Fri,0,Rain,262.47,69.24,0.841,2.3
T000598,Route_17,Ferry,8,26.7,26,10.96,4.3,Thu,0,Rain,312.51,71.72,0.939,4.3
T000599,Route_8,Bus,17,12.2,35,1.57,2.0,Wed,0,Clear,44.66,38.8,0.995,2.9
T000600,Route_1,Tram,20,25.2,22,2.53,4.4,Thu,0,Rain,48.56,67.11,0.998,3.5
T000601,Route_12,Train,14,4.1,30,13.1,3.1,Sun,0,Rain,369.7,5.0,0.794,2.4
T000602,Route_7,Train,15,44.0,27,7.47,0.7,Sat,0,Clear,241.22,119.38,0.955,1.7
T000603,Route_2,Train,6,36.4,31,4.89,10.8,Mon,0,Clear,123.19,89.13,0.777,4.6
T000604,Route_18,Subway,5,12.7,36,6.48,1.4,Wed,0,Clear,258.96,29.43,0.904,3.5
T000605,Route_3,Ferry,4,16.7,31,5.75,9.6,Fri,0,Snow,174.31,44.82,0.922,3.6
T000606,Route_13,Train,1,1.7,26,10.79,0.2,Tue,0,Rain,283.26,5.0,1.0,2.4
T000607,Route_14,Bus,11,44.4,22,6.56,9.1,Sat,0,Rain,123.28,107.14,0.776,3.3
T000608,Route_1,Subway,0,29.5,42,5.23,0.6,Wed,0,Clear,180.21,76.64,0.701,4.4
T000609,Route_9,Ferry,19,19.3,29,7.0,9.8,Wed,0,Clear,173.12,34.89,0.914,5.0
T000610,Route_11,Ferry,14,8.3,37,9.37,2.0,Fri,0,Clear,408.41,16.1,0.948,2.5
T000611,Route_5,Tram,20,39.1,20,3.38,0.8,Mon,0,Clear,58.8,91.5,0.795,2.9
T000612,Route_20,Tram,4,13.3,31,14.97,5.8,Tue,0,Clear,376.06,28.58,0.99,3.0
T000613,Route_12,Train,7,42.3,24,13.14,10.5,Tue,0,Clear,340.75,108.95,0.937,5.0
T000614,Route_15,Train,14,9.4,27,4.65,0.8,Fri,0,Clear,111.13,35.42,0.679,3.5
T000615,Route_16,Bus,2,40.3,26,12.1,11.3,Mon,0,Fog,276.52,107.23,0.724,2.3
T000616,Route_11,Train,3,6.1,40,10.17,1.8,Wed,0,Clear,364.04,37.97,0.786,4.2
T000617,Route_5,Tram,3,32.6,31,10.84,0.0,Thu,0,Fog,358.67,88.6,0.867,4.1
T000618,Route_7,Subway,20,6.2,34,10.92,8.5,Sun,1,Snow,375.67,25.17,0.7,3.7
T000619,Route_6,Train,15,4.5,29,12.41,9.6,Mon,0,Snow,374.7,11.16,0.891,4.4
T000620,Route_15,Ferry,8,6.3,35,10.51,8.3,Fri,0,Clear,405.75,26.17,0.782,4.0
T000621,Route_1,Ferry,1,7.1,31,13.18,0.1,Sun,1,Clear,462.65,9.68,0.817,3.5
T000622,Route_15,Bus,1,43.8,35,5.55,1.2,Thu,0,Snow,188.92,111.5,0.702,4.0
T000623,Route_13,Subway,12,24.7,23,12.98,1.9,Sun,0,Clear,336.42,86.25,1.0,3.3
T000624,Route_1,Subway,5,8.0,39,1.6,2.7,Tue,0,Snow,71.98,31.08,0.664,3.2
T000625,Route_1,Bus,2,5.0,32,7.37,8.3,Sun,0,Rain,215.86,25.99,1.0,2.6
T000626,Route_12,Tram,4,20.0,30,11.34,1.9,Tue,0,Rain,343.08,67.39,1.0,2.8
T000627,Route_17,Subway,2,32.0,38,2.03,0.5,Tue,0,Clear,80.82,83.73,0.983,3.4
T000628,Route_6,Tram,19,45.0,36,13.96,1.4,Mon,0,Rain,487.2,118.63,0.88,3.1
T000629,Route_4,Train,5,11.5,31,5.59,1.2,Wed,0,Clear,180.49,24.7,0.818,4.6
T000630,Route_3,Tram,16,10.7,27,13.75,9.5,Tue,0,Rain,391.77,10.86,0.796,3.8
T000631,Route_7,Tram,0,7.9,27,2.4,2.8,Thu,0,Rain,52.51,29.96,1.0,3.3
T000632,Route_2,Subway,3,22.8,32,7.01,0.9,Tue,1,Clear,258.93,62.33,0.933,2.1
T000633,Route_1,Ferry,6,34.1,33,4.22,3.7,Sun,0,Clear,142.7,102.86,0.886,4.9
T000634,Route_5,Train,12,24.3,21,3.64,0.9,Sun,0,Clear,72.11,60.71,0.853,5.0
T000635,Route_6,Subway,14,12.8,35,3.31,1.7,Sat,0,Snow,119.99,21.08,0.707,3.3
T000636,Route_9,Bus,10,14.5,21,1.69,1.2,Sun,0,Clear,42.04,39.63,0.929,2.4
T000637,Route_20,Bus,14,43.8,26,14.08,0.7,Sun,0,Snow,374.87,104.73,0.792,3.4
T000638,Route_13,Bus,0,44.8,39,3.47,1.4,Sat,1,Clear,142.27,110.39,0.671,4.8
T000639,Route_18,Ferry,18,2.6,33,8.72,0.3,Fri,0,Clear,243.11,5.0,0.594,3.4
T000640,Route_2,Train,2,28.2,28,2.33,17.6,Wed,0,Clear,66.44,59.62,0.956,2.8
T000641,Route_4,Subway,7,33.3,29,4.64,2.9,Fri,0,Rain,152.39,86.35,0.752,2.1
T000642,Route_3,Train,13,33.2,23,2.87,6.2,Sat,0,Clear,57.96,91.07,1.0,3.6
T000643,Route_13,Ferry,11,37.1,37,8.81,4.2,Sun,0,Snow,367.38,90.19,0.821,4.1
T000644,Route_4,Ferry,17,25.3,36,8.42,3.0,Mon,0,Clear,278.03,57.38,0.905,3.2
T000645,Route_11,Ferry,16,40.9,27,5.68,0.3,Sat,0,Clear,140.39,109.33,0.73,3.7
T000646,Route_20,Ferry,4,44.7,20,2.81,7.2,Wed,0,Snow,60.9,119.03,0.698,2.4
T000647,Route_14,Tram,10,5.9,34,7.28,12.2,Sat,0,Clear,200.86,16.97,0.792,3.7
T000648,Route_12,Tram,1,25.3,32,7.72,3.4,Sun,0,Clear,284.63,65.06,0.839,4.2
T000649,Route_11,Train,4,10.0,24,2.83,6.8,Fri,0,Rain,65.1,6.59,0.987,4.3
T000650,Route_14,Bus,4,22.7,15,10.15,5.1,Tue,1,Snow,157.31,63.02,0.948,2.4
T000651,Route_19,Tram,2,26.9,26,2.17,9.1,Wed,0,Rain,63.38,62.01,0.798,4.2
T000652,Route_2,Subway,15,43.5,32,10.95,18.4,Thu,0,Clear,339.52,116.04,0.939,3.5
T000653,Route_10,Tram,12,26.8,25,7.42,0.2,Fri,1,Clear,219.93,79.14,0.716,4.9
T000654,Route_8,Tram,21,44.4,28,3.04,3.8,Fri,0,Rain,87.03,107.62,0.763,2.6
T000655,Route_1,Ferry,17,40.0,31,3.03,2.1,Wed,0,Clear,93.72,122.21,0.783,3.8
T000656,Route_14,Ferry,7,6.4,31,14.3,8.5,Mon,0,Clear,490.28,5.0,0.884,4.7
T000657,Route_12,Subway,12,19.9,27,8.12,5.8,Mon,0,Rain,199.03,45.83,0.976,2.0
T000658,Route_5,Bus,0,1.2,16,11.15,0.9,Wed,0,Clear,162.32,5.0,0.974,4.4
T000659,Route_6,Train,5,33.4,35,8.42,11.9,Sat,0,Clear,350.46,94.18,0.828,4.6
T000660,Route_2,Bus,1,29.7,35,10.45,17.0,Thu,0,Clear,366.8,64.23,0.675,4.1
T000661,Route_7,Ferry,22,9.9,27,4.17,1.2,Mon,0,Clear,90.58,20.06,0.745,3.9
T000662,Route_16,Tram,13,20.7,42,1.62,2.8,Fri,0,Clear,73.22,56.53,0.811,3.8
T000663,Route_8,Bus,17,36.1,36,13.82,3.4,Thu,0,Clear,525.45,91.09,1.0,3.6
T000664,Route_10,Train,15,44.0,41,13.83,1.6,Thu,0,Rain,532.79,109.67,0.801,5.0
T000665,Route_15,Ferry,0,5.5,28,7.63,0.6,Thu,0,Rain,247.93,16.57,0.799,1.5
T000666,Route_2,Train,6,18.7,31,8.56,1.5,Tue,0,Clear,251.68,26.3,0.748,3.1
T000667,Route_13,Ferry,11,30.9,31,6.19,7.5,Wed,0,Clear,193.92,91.06,0.939,4.2
T000668,Route_9,Tram,20,42.9,31,13.28,6.5,Sun,0,Snow,438.86,100.4,0.767,3.4
T000669,Route_1,Subway,18,7.2,29,7.38,0.5,Thu,0,Clear,171.55,19.68,0.898,3.6
T000670,Route_6,Bus,16,3.4,35,5.82,5.4,Mon,0,Snow,174.02,5.0,0.807,3.4
T000671,Route_13,Tram,6,17.1,23,6.1,0.9,Tue,0,Snow,165.83,33.79,0.888,3.1
T000672,Route_11,Tram,16,38.6,35,8.2,13.0,Fri,0,Clear,260.98,98.48,0.853,2.8
T000673,Route_17,Ferry,4,24.9,28,5.86,0.6,Tue,1,Clear,178.94,62.33,0.92,3.0
T000674,Route_17,Tram,20,33.4,31,12.51,0.5,Wed,0,Clear,411.12,83.38,0.699,3.2
T000675,Route_11,Subway,7,10.9,33,2.03,0.4,Sun,0,Clear,64.94,37.19,0.869,3.1
T000676,Route_6,Subway,4,28.3,26,7.51,0.8,Tue,0,Snow,158.49,79.81,0.778,4.3
T000677,Route_9,Train,6,40.4,34,9.16,10.7,Sat,0,Rain,359.19,106.36,0.886,4.9
T000678,Route_3,Tram,18,19.6,33,1.8,1.4,Wed,0,Rain,50.83,48.94,0.674,2.8
T000679,Route_16,Bus,18,28.8,31,12.79,1.2,Sun,0,Rain,366.61,73.16,0.878,3.3
T000680,Route_16,Subway,15,19.1,36,5.22,1.0,Thu,0,Snow,173.46,58.89,0.821,3.8
T000681,Route_12,Ferry,15,11.4,33,2.26,2.5,Fri,0,Clear,81.51,25.15,0.721,3.7
T000682,Route_15,Tram,21,16.7,27,1.7,0.4,Sat,0,Clear,45.96,26.44,0.924,2.9
T000683,Route_14,Bus,15,36.1,35,2.06,15.4,Wed,1,Snow,61.71,82.56,0.854,3.0
T000684,Route_8,Bus,19,26.0,27,3.38,4.9,Tue,0,Clear,84.54,57.56,0.852,4.2
T000685,Route_4,Train,12,23.0,33,10.12,4.0,Fri,0,Snow,332.94,55.35,0.861,4.1
T000686,Route_16,Ferry,4,12.6,24,7.91,0.3,Wed,0,Clear,206.01,35.59,0.927,1.9
T000687,Route_17,Subway,9,35.6,37,13.36,0.5,Sat,0,Clear,511.79,82.51,0.872,2.8
T000688,Route_2,Train,14,17.3,30,10.32,4.2,Sun,0,Clear,248.48,26.83,1.0,1.4
T000689,Route_1,Subway,19,24.5,41,7.61,6.6,Tue,0,Clear,300.31,69.16,0.899,3.1
T000690,Route_13,Subway,11,32.9,17,11.5,2.1,Mon,1,Rain,219.51,86.91,0.783,3.4
T000691,Route_20,Train,16,2.0,33,3.59,3.7,Fri,0,Fog,111.43,8.58,0.661,5.0
T000692,Route_15,Train,12,18.7,35,9.69,4.9,Mon,0,Clear,345.49,58.08,0.833,3.1
T000693,Route_19,Ferry,20,23.4,27,7.51,9.1,Fri,0,Clear,206.53,76.55,0.86,2.8
T000694,Route_13,Train,3,26.9,31,5.25,0.0,Thu,1,Clear,153.07,67.93,0.79,3.8
T000695,Route_15,Bus,20,35.5,24,11.39,3.2,Thu,0,Snow,251.16,88.95,0.894,4.7
T000696,Route_11,Bus,7,8.1,22,2.87,2.6,Fri,0,Rain,71.46,7.19,0.817,3.1
T000697,Route_20,Tram,1,14.5,20,14.92,7.2,Tue,0,Rain,254.1,20.92,0.768,3.7
T000698,Route_9,Tram,1,23.6,28,7.02,1.5,Sat,0,Rain,209.99,38.58,0.925,2.6
T000699,Route_10,Ferry,11,16.6,22,4.98,6.2,Sun,0,Clear,88.5,26.17,0.758,4.4
T000700,Route_4,Train,21,38.5,33,3.89,0.9,Thu,0,Clear,127.44,103.03,0.852,3.4
T000701,Route_1,Tram,9,24.3,40,7.54,13.9,Tue,1,Rain,317.66,75.16,0.752,3.4
T000702,Route_10,Ferry,9,22.2,25,11.86,6.2,Mon,0,Rain,265.89,58.77,0.733,4.1
T000703,Route_14,Subway,5,23.2,23,8.31,7.5,Mon,0,Clear,202.19,49.69,0.857,3.2
T000704,Route_19,Bus,2,38.0,36,10.7,4.8,Tue,0,Clear,389.42,101.34,0.88,3.0
T000705,Route_4,Train,17,37.6,31,6.49,2.1,Thu,0,Clear,173.32,101.25,0.86,3.6
T000706,Route_18,Bus,14,13.8,39,2.53,1.8,Mon,0,Rain,89.84,16.85,0.946,4.2
T000707,Route_5,Ferry,11,40.5,32,3.16,1.4,Mon,0,Snow,114.62,111.85,0.864,3.0
T000708,Route_20,Tram,3,3.5,25,2.41,4.2,Thu,0,Clear,54.04,10.12,0.877,3.5
T000709,Route_2,Bus,5,32.6,36,8.74,3.5,Fri,0,Rain,296.05,109.97,0.876,4.2
T000710,Route_19,Subway,4,21.6,28,13.55,6.9,Thu,0,Clear,399.21,64.03,0.959,3.5
T000711,Route_18,Subway,12,28.6,25,5.54,9.7,Wed,0,Clear,132.84,74.31,1.0,3.0
T000712,Route_15,Bus,20,41.3,36,10.74,1.1,Sat,0,Clear,443.27,86.82,0.792,3.3
T000713,Route_7,Train,5,6.5,21,11.47,10.8,Fri,1,Rain,240.77,5.99,0.979,3.3
T000714,Route_12,Bus,21,30.4,31,4.18,3.9,Fri,0,Rain,126.5,76.63,0.933,4.5
T000715,Route_7,Tram,22,39.6,29,6.53,2.1,Sun,0,Clear,168.48,101.36,0.771,2.5
T000716,Route_14,Tram,10,28.9,36,5.56,0.4,Sun,0,Rain,226.44,66.37,1.0,3.5
T000717,Route_8,Ferry,11,30.2,38,7.65,3.9,Mon,0,Clear,263.55,82.88,0.865,3.2
T000718,Route_4,Train,14,33.8,29,12.93,0.7,Fri,0,Clear,300.75,105.57,0.805,3.2
T000719,Route_17,Tram,7,20.9,33,8.16,4.3,Tue,0,Rain,293.96,61.33,0.968,2.7
T000720,Route_9,Bus,16,33.2,26,9.46,2.2,Mon,0,Clear,214.02,87.62,0.769,3.2
T000721,Route_9,Subway,22,13.4,31,8.62,11.4,Thu,0,Rain,300.65,43.39,0.943,4.4
T000722,Route_1,Ferry,13,13.3,41,14.67,0.5,Tue,0,Snow,541.1,42.41,0.889,3.4
T000723,Route_18,Ferry,12,5.9,23,3.82,1.0,Tue,1,Clear,77.02,24.77,0.789,5.0
T000724,Route_19,Bus,0,39.5,42,6.99,4.4,Sun,0,Clear,306.33,94.5,0.913,3.7
T000725,Route_8,Train,7,23.4,29,8.26,3.1,Sun,0,Snow,243.9,52.16,0.883,3.1
T000726,Route_8,Ferry,8,33.1,32,14.53,5.6,Sun,0,Clear,402.6,75.96,0.74,3.5
T000727,Route_18,Bus,15,42.2,25,13.11,1.6,Tue,0,Clear,347.93,106.97,0.849,3.5
T000728,Route_2,Train,6,0.6,25,13.08,0.4,Sat,0,Snow,275.65,17.66,0.92,3.6
T000729,Route_5,Bus,19,22.7,25,3.96,1.0,Sat,1,Clear,113.71,56.26,0.767,3.4
T000730,Route_17,Train,2,4.7,25,5.73,10.1,Fri,0,Clear,140.8,5.0,0.852,3.8
T000731,Route_19,Ferry,10,1.1,27,14.77,5.7,Tue,0,Clear,332.83,5.0,0.763,2.1
T000732,Route_17,Ferry,4,1.5,35,8.94,2.5,Tue,0,Clear,305.68,5.0,0.894,2.7
T000733,Route_1,Train,22,17.0,24,11.03,3.0,Sun,0,Clear,309.73,69.91,0.649,3.8
T000734,Route_11,Ferry,18,40.6,22,5.0,0.3,Sat,0,Rain,104.25,117.01,0.838,1.8
T000735,Route_8,Tram,20,14.5,31,11.97,4.5,Tue,0,Clear,314.8,23.09,0.859,3.7
T000736,Route_8,Train,4,11.7,30,9.16,6.0,Thu,0,Clear,245.4,32.58,0.85,3.7
T000737,Route_7,Train,6,27.6,29,14.11,6.8,Fri,0,Clear,450.21,59.03,0.689,3.6
T000738,Route_2,Ferry,4,28.5,26,3.17,5.7,Mon,0,Clear,97.87,76.66,0.893,3.4
T000739,Route_5,Ferry,4,41.6,26,8.87,0.6,Sun,0,Clear,228.24,92.3,0.857,2.8
T000740,Route_7,Tram,9,4.7,25,5.66,2.8,Sun,0,Clear,166.18,6.73,0.912,2.8
T000741,Route_4,Train,20,41.9,32,2.47,18.5,Tue,0,Clear,87.62,107.81,0.689,4.9
T000742,Route_20,Ferry,4,2.3,35,7.87,1.3,Tue,0,Snow,237.64,7.73,1.0,3.4
T000743,Route_11,Train,3,16.3,30,2.71,6.3,Mon,0,Snow,75.01,62.12,0.896,3.8
T000744,Route_18,Bus,22,19.9,34,12.16,0.3,Wed,0,Clear,454.3,64.4,0.874,4.1
T000745,Route_4,Train,19,5.6,25,14.4,2.1,Thu,0,Clear,295.55,26.18,0.854,4.4
T000746,Route_12,Ferry,5,5.3,33,6.92,2.2,Thu,0,Rain,201.19,21.62,0.721,4.9
T000747,Route_11,Train,13,5.5,26,11.9,0.4,Thu,0,Clear,262.14,9.21,0.889,2.0
T000748,Route_4,Train,16,32.3,43,10.17,2.3,Thu,0,Snow,482.92,96.1,0.98,3.9
T000749,Route_18,Bus,12,21.5,30,13.31,9.7,Thu,0,Clear,422.95,41.36,0.948,3.4
T000750,Route_14,Train,5,14.0,23,12.87,0.8,Fri,0,Clear,276.21,49.41,0.896,3.9
T000751,Route_11,Ferry,6,37.9,37,14.0,1.2,Sun,0,Clear,485.75,85.59,0.889,4.0
T000752,Route_14,Bus,13,4.3,30,9.32,5.9,Sat,1,Clear,247.79,11.22,0.801,4.2
T000753,Route_11,Train,5,1.2,25,11.41,2.9,Mon,0,Rain,329.81,5.0,0.754,3.0
T000754,Route_11,Bus,13,32.3,26,12.6,8.4,Wed,0,Clear,266.05,87.23,0.87,4.0
T000755,Route_11,Train,19,33.0,36,9.4,0.7,Fri,0,Clear,307.98,87.3,0.764,5.0
T000756,Route_18,Subway,8,37.6,32,10.03,6.3,Wed,0,Rain,367.19,88.05,0.883,3.6
