trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost
T000591,Route_2,Train,19,8.4,24,7.72,1.8,Sun,0,Fog,221.23,37.52
T000592,Route_8,Subway,8,27.8,35,2.57,1.3,Sat,0,Fog,73.22,73.78
T000593,Route_16,Tram,5,18.7,25,7.32,4.5,Sat,0,Clear,154.35,45.82
T000594,Route_5,Subway,18,30.0,28,2.32,0.3,Fri,0,Clear,74.56,59.11
T000595,Route_2,Ferry,17,32.3,34,10.4,1.2,Sat,0,Rain,364.01,69.18
T000596,Route_9,Train,6,1.2,19,14.55,0.5,Mon,0,Clear,291.08,23.2
T000597,Route_12,Bus,14,26.0,34,8.2,5.1,Mon,0,Clear,326.0,62.99
T000598,Route_14,Bus,6,41.9,36,5.44,5.1,Mon,0,Rain,196.83,92.92
T000599,Route_12,Train,11,17.7,27,4.24,3.7,Sat,1,Rain,114.12,47.68
T000600,Route_6,Tram,0,14.1,31,10.9,2.2,Sat,0,Rain,335.88,30.11
T000601,Route_16,Tram,5,35.3,38,10.57,7.7,Wed,0,Clear,477.74,95.52
T000602,Route_17,Ferry,17,6.2,27,12.23,7.4,Mon,0,Snow,276.12,12.6
T000603,Route_5,Bus,18,41.9,29,4.24,9.1,Sun,0,Snow,99.65,103.74
T000604,Route_13,Bus,17,7.1,34,7.5,17.3,Wed,0,Clear,294.61,7.17
T000605,Route_12,Train,14,17.6,32,9.61,3.1,Sun,0,Clear,368.55,45.01
T000606,Route_15,Subway,17,27.8,24,6.02,6.1,Wed,0,Rain,134.17,43.21
T000607,Route_1,Bus,18,32.2,40,10.23,5.0,Sun,0,Rain,360.61,76.45
T000608,Route_6,Ferry,20,0.7,32,6.75,1.3,Sat,0,Snow,225.89,7.65
T000609,Route_2,Tram,2,13.5,30,9.55,3.0,Wed,0,Rain,334.16,27.6
T000610,Route_8,Train,7,18.5,20,4.82,0.5,Wed,0,Clear,81.63,41.67
T000611,Route_2,Bus,6,33.3,32,9.33,1.0,Wed,0,Clear,266.49,91.22
T000612,Route_3,Tram,5,4.2,23,14.97,0.7,Mon,0,Rain,337.44,11.97
T000613,Route_15,Ferry,3,33.4,26,7.69,4.4,Sat,1,Clear,215.64,86.09
T000614,Route_18,Bus,10,27.8,32,3.66,3.0,Sat,1,Snow,116.71,71.52
T000615,Route_17,Ferry,17,40.3,30,11.2,1.5,Fri,0,Clear,367.17,113.65
T000616,Route_20,Bus,17,20.9,23,8.05,12.6,Thu,0,Rain,185.95,39.5
T000617,Route_13,Bus,9,34.2,28,6.22,10.7,Thu,0,Clear,163.81,95.26
T000618,Route_2,Subway,2,15.7,40,2.77,25.2,Sun,0,Clear,121.35,41.11
T000619,Route_13,Tram,9,7.6,32,10.9,2.8,Fri,0,Clear,358.39,35.46
T000620,Route_7,Tram,8,42.4,43,2.03,2.9,Fri,1,Snow,77.63,102.61
T000621,Route_17,Subway,11,30.0,36,8.5,0.8,Fri,1,Clear,316.34,75.58
T000622,Route_10,Train,5,12.2,34,13.62,2.1,Sun,0,Rain,518.39,41.94
T000623,Route_9,Train,19,38.3,35,14.89,1.8,Fri,0,Rain,543.64,90.89
T000624,Route_19,Bus,4,11.7,23,14.99,1.9,Wed,0,Clear,341.26,17.93
T000625,Route_20,Subway,20,37.3,27,12.01,3.3,Wed,1,Clear,334.02,104.92
T000626,Route_5,Tram,12,38.1,29,2.68,2.1,Sat,0,Rain,74.04,100.45
T000627,Route_8,Bus,7,20.1,39,13.09,0.5,Thu,0,Snow,430.34,47.48
T000628,Route_15,Train,2,30.5,32,8.26,9.5,Sat,0,Rain,315.5,84.59
T000629,Route_4,Bus,14,27.2,30,11.06,4.5,Tue,0,Clear,322.07,65.15
T000630,Route_9,Ferry,21,20.6,29,9.75,5.5,Tue,0,Rain,236.45,48.51
T000631,Route_13,Train,16,40.0,30,10.17,3.0,Mon,0,Clear,324.66,87.45
T000632,Route_19,Ferry,11,36.8,41,12.83,3.2,Sat,0,Snow,452.99,97.58
T000633,Route_20,Train,17,30.7,27,6.7,10.1,Thu,0,Clear,206.87,99.74
T000634,Route_14,Subway,15,19.6,16,8.38,3.0,Wed,0,Clear,124.68,56.78
T000635,Route_3,Bus,4,43.9,27,8.28,2.9,Sun,0,Clear,230.71,120.92
T000636,Route_9,Tram,8,27.7,42,5.18,0.4,Fri,0,Snow,213.36,68.63
T000637,Route_10,Subway,6,18.5,31,14.32,11.4,Sat,0,Clear,395.47,61.71
T000638,Route_12,Ferry,2,2.2,32,3.41,7.3,Thu,0,Clear,101.65,5.17
T000639,Route_12,Subway,18,29.3,24,9.83,14.1,Thu,0,Clear,225.03,85.47
T000640,Route_4,Ferry,2,7.4,27,2.71,2.2,Mon,0,Snow,80.97,23.2
T000641,Route_6,Ferry,15,40.4,29,9.72,1.3,Tue,0,Fog,295.48,92.61
T000642,Route_7,Bus,19,40.6,29,3.54,0.0,Sun,1,Clear,119.04,108.16
T000643,Route_18,Subway,11,8.0,29,13.28,9.4,Sun,0,Clear,384.27,10.72
T000644,Route_20,Ferry,18,11.4,31,5.26,4.0,Sun,0,Snow,135.07,21.08
T000645,Route_1,Tram,11,6.3,26,3.24,1.6,Sat,0,Clear,68.36,5.0
T000646,Route_1,Bus,3,33.2,26,10.35,0.5,Thu,0,Clear,273.5,104.04
T000647,Route_2,Subway,19,39.0,39,7.55,1.3,Sat,0,Fog,292.81,87.89
T000648,Route_9,Train,9,35.0,33,13.2,12.1,Sat,0,Clear,515.36,75.55
T000649,Route_17,Bus,5,44.2,24,8.31,0.7,Tue,0,Clear,171.02,114.57
T000650,Route_13,Bus,8,42.1,27,11.54,2.2,Sat,0,Clear,307.49,102.38
T000651,Route_11,Ferry,3,0.7,37,12.51,0.7,Fri,0,Clear,394.48,12.33
T000652,Route_1,Subway,2,15.0,27,10.15,9.9,Wed,0,Clear,248.77,30.95
T000653,Route_13,Ferry,22,44.8,28,3.78,10.5,Tue,0,Clear,98.53,112.67
T000654,Route_17,Ferry,16,38.8,21,6.27,0.2,Wed,0,Clear,141.54,95.75
T000655,Route_16,Subway,19,1.1,29,9.98,10.6,Fri,0,Clear,333.12,16.43
T000656,Route_17,Bus,22,24.0,37,2.26,0.5,Wed,0,Rain,86.92,61.54
T000657,Route_2,Ferry,17,35.9,30,6.75,0.9,Wed,0,Rain,236.17,81.17
T000658,Route_1,Train,19,29.1,34,11.58,5.4,Thu,1,Clear,438.96,87.99
T000659,Route_6,Tram,3,2.3,38,5.33,0.6,Sat,0,Snow,203.27,15.83
T000660,Route_16,Ferry,6,7.9,21,1.8,0.4,Tue,0,Fog,38.69,21.86
T000661,Route_7,Train,21,32.1,32,12.64,1.7,Thu,0,Clear,451.43,68.53
T000662,Route_12,Train,15,8.9,34,14.79,3.5,Sun,0,Snow,542.24,20.01
T000663,Route_7,Ferry,13,27.0,35,11.45,1.6,Fri,0,Clear,354.71,83.61
T000664,Route_17,Train,10,5.8,33,8.88,3.1,Sat,0,Clear,349.12,8.94
T000665,Route_14,Subway,17,15.6,36,6.89,0.4,Sat,0,Clear,274.88,34.91
T000666,Route_14,Ferry,0,28.4,32,14.27,8.8,Tue,1,Clear,533.15,67.95
T000667,Route_7,Tram,2,3.1,37,5.57,5.5,Sun,0,Clear,188.19,7.36
T000668,Route_17,Bus,6,31.2,30,12.93,3.6,Wed,0,Rain,369.4,76.7
T000669,Route_9,Bus,1,38.7,32,2.94,1.4,Wed,0,Rain,94.35,73.41
T000670,Route_10,Subway,7,43.5,34,5.81,3.4,Sun,1,Rain,181.32,99.02
T000671,Route_1,Bus,12,31.7,28,2.89,10.3,Sat,0,Clear,88.3,74.85
T000672,Route_20,Subway,11,27.4,37,4.14,2.1,Sat,0,Rain,124.31,48.94
T000673,Route_17,Ferry,2,42.6,22,4.78,11.9,Sat,0,Clear,99.8,93.33
T000674,Route_4,Subway,17,12.9,26,11.31,3.4,Thu,0,Clear,334.77,39.3
T000675,Route_20,Tram,3,38.7,31,8.86,3.6,Mon,0,Rain,295.46,90.15
T000676,Route_1,Subway,18,44.7,26,2.96,1.9,Wed,1,Rain,77.6,133.86
T000677,Route_16,Bus,17,34.3,28,9.9,7.5,Fri,0,Clear,284.93,85.35
T000678,Route_15,Ferry,12,29.8,31,13.42,0.4,Tue,0,Clear,440.0,66.93
T000679,Route_5,Train,15,28.1,29,12.99,2.2,Fri,0,Clear,361.36,56.84
T000680,Route_7,Train,4,14.1,38,12.75,6.5,Mon,0,Clear,529.23,47.69
T000681,Route_9,Ferry,17,44.8,24,7.26,2.6,Sun,0,Clear,184.73,116.11
T000682,Route_4,Subway,17,40.1,40,10.79,0.6,Sat,0,Fog,480.28,96.31
T000683,Route_16,Train,8,38.6,32,4.02,2.4,Wed,0,Clear,138.49,88.69
T000684,Route_3,Bus,14,11.4,32,9.13,11.3,Thu,1,Rain,281.28,21.82
T000685,Route_12,Train,1,39.9,29,12.76,4.7,Fri,0,Clear,339.42,105.76
T000686,Route_4,Subway,6,30.2,24,12.82,12.7,Mon,0,Rain,308.25,56.87
T000687,Route_2,Tram,19,33.4,24,4.06,1.8,Wed,0,Clear,100.04,86.45
T000688,Route_15,Ferry,20,38.1,31,12.53,0.4,Sun,0,Clear,396.73,92.21
T000689,Route_20,Ferry,18,4.2,23,7.95,3.3,Tue,0,Clear,210.76,11.79
T000690,Route_13,Train,1,44.7,32,7.97,5.0,Sun,0,Rain,302.71,117.28
T000691,Route_19,Ferry,7,16.8,34,5.11,1.1,Tue,0,Fog,203.53,40.17
T000692,Route_12,Bus,2,28.3,29,9.47,2.7,Wed,0,Clear,258.09,61.2
T000693,Route_16,Train,7,1.6,21,11.31,10.5,Sun,0,Clear,199.78,16.05
T000694,Route_9,Subway,16,40.7,34,3.94,15.3,Fri,0,Clear,142.7,102.49
T000695,Route_8,Subway,7,0.6,33,12.22,0.2,Wed,0,Clear,369.71,5.0
T000696,Route_12,Bus,11,30.0,32,13.99,4.4,Tue,0,Clear,504.03,63.35
T000697,Route_20,Bus,13,2.8,30,11.96,0.8,Sun,0,Clear,327.96,5.0
T000698,Route_7,Train,19,17.9,26,3.81,1.1,Wed,0,Snow,83.3,48.52
T000699,Route_12,Subway,4,18.2,30,4.28,3.0,Mon,0,Rain,142.44,49.72
T000700,Route_9,Tram,17,34.0,24,2.68,6.8,Thu,1,Clear,71.9,74.69
T000701,Route_1,Subway,12,27.4,24,6.01,5.9,Fri,0,Clear,149.42,76.16
T000702,Route_8,Ferry,10,7.1,25,2.39,8.3,Tue,0,Clear,53.91,24.58
T000703,Route_5,Ferry,4,10.8,35,8.0,1.7,Sun,0,Rain,278.84,33.47
T000704,Route_10,Subway,14,1.2,20,3.32,3.7,Sat,0,Rain,77.36,5.0
T000705,Route_1,Subway,12,27.2,27,10.81,0.1,Sun,1,Rain,244.43,62.65
T000706,Route_14,Ferry,4,43.7,30,2.71,3.9,Sat,0,Clear,80.42,109.85
T000707,Route_3,Tram,0,9.9,37,1.84,5.1,Sun,0,Rain,68.22,25.51
T000708,Route_17,Bus,15,37.3,28,11.76,6.8,Sat,0,Rain,353.29,98.03
T000709,Route_13,Tram,15,42.2,29,13.72,9.3,Fri,0,Clear,330.66,87.12
T000710,Route_4,Bus,6,27.2,41,14.64,3.8,Wed,0,Clear,712.92,72.39
T000711,Route_8,Ferry,14,11.6,36,10.52,2.7,Sun,0,Clear,388.86,34.96
T000712,Route_5,Train,9,20.9,26,10.07,4.8,Mon,0,Clear,258.98,44.5
T000713,Route_7,Bus,18,26.3,33,3.29,0.9,Sun,0,Clear,114.24,67.04
T000714,Route_10,Bus,8,12.7,29,8.56,7.9,Sat,0,Clear,236.1,23.95
T000715,Route_14,Tram,19,18.6,31,12.86,6.5,Sun,0,Clear,466.95,37.45
T000716,Route_2,Ferry,12,43.2,42,4.43,0.1,Wed,1,Rain,200.39,108.49
T000717,Route_4,Train,18,23.5,27,4.43,4.9,Wed,0,Clear,105.51,50.71
T000718,Route_10,Ferry,8,28.4,28,2.0,9.3,Mon,0,Snow,53.83,56.61
T000719,Route_2,Tram,10,44.8,28,14.47,8.6,Wed,1,Clear,373.22,144.78
T000720,Route_8,Ferry,0,37.9,25,8.8,0.2,Sun,0,Snow,212.25,78.77
T000721,Route_14,Subway,22,44.6,21,5.98,6.3,Thu,1,Clear,123.09,97.7
T000722,Route_17,Train,6,23.6,33,10.82,0.7,Sun,0,Clear,363.09,53.49
T000723,Route_4,Train,7,42.2,21,7.65,3.1,Tue,1,Clear,154.69,99.53
T000724,Route_20,Bus,22,26.8,25,7.22,1.1,Fri,0,Rain,187.3,70.81
T000725,Route_13,Ferry,19,17.6,28,11.61,4.8,Tue,0,Clear,262.26,33.63
T000726,Route_1,Tram,6,43.4,26,5.55,3.7,Mon,0,Clear,160.67,99.62
T000727,Route_8,Ferry,19,37.9,38,8.93,2.1,Tue,0,Clear,398.29,82.69
T000728,Route_15,Ferry,14,12.4,31,1.58,13.1,Mon,0,Clear,48.56,40.51
T000729,Route_11,Tram,5,6.5,37,8.51,0.2,Wed,0,Rain,373.81,16.51
T000730,Route_2,Ferry,1,19.3,30,2.92,0.1,Sat,0,Clear,75.7,48.95
T000731,Route_18,Ferry,13,29.7,23,2.75,0.2,Thu,0,Snow,68.78,70.76
T000732,Route_14,Bus,16,17.1,24,14.05,6.0,Sun,0,Clear,302.29,36.09
T000733,Route_20,Train,22,30.5,31,13.14,2.8,Wed,0,Clear,466.97,73.76
T000734,Route_9,Tram,15,11.0,32,14.53,2.8,Tue,0,Rain,524.31,17.0
T000735,Route_2,Subway,14,20.9,31,1.77,0.6,Fri,0,Clear,53.98,50.1
T000736,Route_18,Bus,15,5.0,34,10.85,0.6,Thu,0,Rain,408.61,7.57
T000737,Route_20,Train,14,38.2,26,13.01,4.8,Sun,0,Rain,342.68,89.53
T000738,Route_10,Subway,8,15.8,27,11.44,19.7,Wed,0,Rain,350.17,61.83
T000739,Route_19,Bus,6,4.8,28,1.51,3.5,Tue,0,Clear,43.24,16.69
T000740,Route_3,Bus,6,30.2,18,3.11,2.1,Mon,0,Clear,64.38,66.88
T000741,Route_3,Train,22,19.3,31,7.54,21.4,Fri,0,Clear,224.12,57.0
T000742,Route_13,Bus,4,31.5,24,7.04,4.3,Thu,0,Rain,144.43,66.63
T000743,Route_11,Tram,7,33.1,28,2.72,1.2,Sat,0,Clear,70.17,72.38
T000744,Route_2,Ferry,14,26.9,37,1.57,3.5,Sat,0,Snow,55.14,53.0
T000745,Route_5,Ferry,22,25.4,28,12.93,6.8,Thu,0,Clear,324.04,85.11
T000746,Route_20,Train,3,33.4,26,4.67,2.7,Tue,0,Rain,114.47,87.59
T000747,Route_7,Ferry,15,5.9,20,1.94,7.2,Thu,0,Fog,34.91,13.86
T000748,Route_18,Ferry,17,28.0,27,3.52,2.3,Sat,0,Clear,89.74,82.51
T000749,Route_4,Train,7,42.1,25,5.78,0.5,Thu,0,Snow,140.23,97.58
T000750,Route_17,Subway,9,21.7,28,12.27,3.3,Fri,0,Snow,287.48,74.36
T000751,Route_3,Tram,17,43.0,31,10.42,11.9,Fri,0,Clear,325.71,105.99
T000752,Route_1,Tram,0,34.4,37,3.28,18.6,Wed,0,Clear,117.37,93.86
T000753,Route_7,Tram,2,16.8,21,11.34,2.7,Wed,0,Clear,223.81,46.71
T000754,Route_16,Train,13,20.1,36,11.44,1.5,Thu,0,Snow,427.63,49.79
T000755,Route_19,Train,12,39.4,28,11.55,1.6,Fri,0,Clear,336.0,92.57
T000756,Route_15,Tram,5,29.9,25,1.93,11.1,Wed,1,Fog,41.89,77.62
T000757,Route_9,Tram,14,7.2,40,7.52,8.0,Tue,0,Rain,348.63,25.92
T000758,Route_4,Ferry,20,4.0,31,11.08,1.7,Thu,0,Rain,369.94,32.31
T000759,Route_20,Subway,16,10.1,27,14.5,11.6,Tue,0,Rain,389.77,15.35
T000760,Route_11,Ferry,5,31.8,28,6.03,3.1,Wed,0,Clear,148.27,64.45
T000761,Route_14,Ferry,2,17.8,26,12.8,8.5,Sun,0,Snow,302.63,34.97
T000762,Route_7,Bus,13,20.7,33,12.14,0.8,Sat,0,Rain,385.55,66.45
T000763,Route_15,Ferry,15,10.1,25,9.01,8.3,Sun,0,Clear,195.41,15.32
T000764,Route_13,Train,1,38.0,28,7.23,0.1,Tue,0,Clear,183.43,83.69
T000765,Route_8,Ferry,11,18.6,28,2.05,6.6,Wed,0,Clear,67.59,42.4
T000766,Route_3,Subway,9,24.0,34,4.73,2.9,Sun,0,Clear,130.54,74.84
