trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000504,Route_8,Train,18,43.6,35,7.32,3.5,Thu,0,Rain,283.42,101.12,0.891,1.9
T000505,Route_18,Bus,9,27.6,29,11.56,0.3,Mon,0,Clear,380.04,70.66,0.9,3.4
T000506,Route_13,Bus,11,31.2,26,4.34,2.3,Sat,0,Rain,123.7,85.2,0.684,3.6
T000507,Route_20,Tram,7,30.0,33,11.29,7.0,Tue,0,Snow,339.79,70.38,0.869,3.3
T000508,Route_15,Subway,12,5.1,25,14.8,10.2,Sat,0,Clear,416.45,23.89,0.928,1.2
T000509,Route_20,Train,12,43.0,36,7.95,7.6,Sun,1,Clear,310.52,99.22,0.782,2.9
T000510,Route_16,Tram,10,4.1,24,6.32,13.9,Sat,0,Clear,132.32,5.0,0.773,2.4
T000511,Route_14,Ferry,21,19.8,35,4.22,2.4,Sun,0,Rain,161.07,62.06,0.805,2.6
T000512,Route_2,Train,21,4.2,32,13.91,1.0,Fri,0,Snow,449.8,16.25,0.975,3.4
T000513,Route_13,Bus,3,40.2,33,5.92,5.8,Mon,0,Clear,201.0,103.32,0.921,3.3
T000514,Route_18,Ferry,7,31.1,25,5.68,1.5,Mon,0,Clear,124.32,86.34,0.685,3.9
T000515,Route_16,Subway,13,22.9,33,5.54,0.2,Fri,0,Fog,171.06,47.74,0.915,3.0
T000516,Route_12,Tram,15,37.7,26,9.79,1.7,Fri,0,Snow,209.62,78.95,0.928,2.6
T000517,Route_4,Ferry,7,28.8,39,7.3,0.0,Mon,0,Clear,257.92,76.21,1.0,3.7
T000518,Route_7,Ferry,17,1.4,34,13.11,3.7,Sun,0,Rain,425.98,5.0,0.731,2.3
T000519,Route_14,Bus,2,14.7,21,9.27,6.8,Mon,0,Clear,157.04,16.1,0.668,3.3
T000520,Route_20,Bus,9,24.6,41,4.37,4.5,Thu,0,Clear,146.77,77.32,0.862,2.9
T000521,Route_15,Bus,15,14.4,26,10.89,1.4,Sun,0,Clear,258.78,31.89,1.0,3.3
T000522,Route_3,Bus,7,21.0,36,14.96,0.4,Sat,0,Snow,589.07,47.03,0.761,2.2
T000523,Route_4,Train,20,6.0,27,7.99,2.9,Wed,0,Clear,178.58,25.91,0.893,3.6
T000524,Route_4,Subway,18,2.6,34,12.14,6.7,Thu,0,Clear,446.66,5.0,0.847,4.6
T000525,Route_8,Train,7,33.8,26,7.89,14.6,Sun,0,Clear,200.78,97.84,0.877,4.3
T000526,Route_7,Subway,14,35.4,35,2.28,3.1,Sat,0,Rain,79.42,83.74,0.882,2.1
T000527,Route_15,Ferry,8,13.9,31,12.51,0.2,Fri,0,Clear,349.06,34.21,0.755,3.8
T000528,Route_6,Train,2,18.9,30,10.91,17.2,Sat,0,Clear,391.49,66.3,0.964,2.0
T000529,Route_14,Train,9,17.2,28,3.95,7.2,Sun,0,Clear,93.21,37.11,0.96,5.0
T000530,Route_8,Ferry,2,4.8,26,6.45,0.3,Mon,0,Clear,164.62,21.66,0.956,2.7
T000531,Route_14,Bus,20,44.5,26,9.14,20.7,Sun,0,Clear,199.13,117.14,0.901,3.2
T000532,Route_3,Train,4,31.9,34,2.29,4.0,Fri,0,Clear,74.36,85.09,0.803,4.1
T000533,Route_6,Train,20,35.2,35,7.57,1.7,Fri,0,Clear,226.74,95.01,0.955,3.5
T000534,Route_8,Bus,13,1.5,28,13.32,3.7,Mon,0,Clear,313.8,6.79,0.941,3.5
T000535,Route_3,Bus,7,28.1,25,12.6,1.1,Sat,0,Clear,310.09,52.7,0.823,3.5
T000536,Route_17,Ferry,9,35.6,28,12.28,0.4,Tue,0,Rain,384.94,84.94,0.891,4.3
T000537,Route_15,Bus,16,2.0,29,5.43,1.5,Thu,0,Rain,166.82,5.0,0.703,4.0
T000538,Route_11,Train,2,1.0,23,8.92,2.3,Thu,0,Clear,194.7,14.19,0.918,3.0
T000539,Route_16,Tram,16,5.3,34,11.95,4.1,Wed,0,Rain,474.13,14.17,0.605,3.5
T000540,Route_17,Subway,14,35.5,38,9.32,2.2,Wed,0,Rain,418.88,87.32,0.766,1.3
T000541,Route_7,Ferry,4,41.1,22,4.95,24.0,Fri,0,Clear,116.84,110.63,0.912,2.9
T000542,Route_3,Tram,8,14.0,33,11.45,2.2,Sun,0,Rain,338.02,35.38,0.796,3.1
T000543,Route_7,Bus,2,4.5,26,6.22,3.1,Tue,0,Rain,167.08,20.32,0.925,3.5
T000544,Route_3,Subway,3,18.8,43,11.51,1.7,Mon,0,Fog,485.02,38.23,0.93,3.3
T000545,Route_4,Train,21,34.4,31,4.17,9.9,Wed,0,Snow,133.93,81.29,0.956,3.0
T000546,Route_12,Train,15,8.6,31,4.57,3.0,Tue,1,Clear,145.57,27.97,1.0,3.9
T000547,Route_7,Ferry,15,17.7,32,11.1,6.0,Tue,0,Clear,400.36,49.63,0.776,3.2
T000548,Route_10,Bus,7,29.4,36,12.23,1.1,Wed,0,Clear,450.72,81.65,0.983,4.2
T000549,Route_18,Subway,14,1.4,16,8.05,0.8,Sun,0,Clear,104.93,5.0,1.0,2.6
T000550,Route_11,Bus,21,15.3,36,8.17,9.6,Fri,0,Rain,271.17,34.31,1.0,4.9
T000551,Route_1,Subway,10,10.6,32,13.29,12.4,Tue,0,Clear,366.2,26.97,0.818,4.4
T000552,Route_8,Ferry,13,16.7,26,4.93,1.1,Fri,0,Rain,108.97,26.75,0.976,4.4
T000553,Route_14,Ferry,13,0.8,38,13.58,9.6,Fri,0,Snow,600.15,5.0,0.889,4.4
T000554,Route_6,Subway,22,12.4,27,8.32,1.6,Mon,0,Clear,263.79,35.43,0.922,4.0
T000555,Route_8,Bus,16,25.3,31,10.33,6.6,Wed,0,Clear,331.81,70.88,0.845,3.2
T000556,Route_5,Bus,22,37.3,35,2.21,8.5,Fri,0,Clear,83.6,95.14,0.866,3.2
T000557,Route_4,Train,6,6.5,31,12.28,4.4,Fri,0,Rain,358.94,19.39,0.978,2.5
T000558,Route_5,Subway,22,12.6,33,6.42,2.5,Thu,0,Snow,200.44,14.44,0.833,1.9
T000559,Route_11,Tram,9,35.8,17,1.74,2.3,Tue,0,Rain,33.07,74.59,0.945,4.2
T000560,Route_14,Ferry,20,23.4,27,5.71,2.8,Sun,0,Fog,141.34,62.82,0.892,3.7
T000561,Route_13,Ferry,6,6.5,32,6.52,1.3,Sat,1,Clear,244.7,11.0,0.825,4.3
T000562,Route_2,Subway,16,26.7,35,9.83,0.6,Mon,0,Clear,312.06,81.76,0.993,3.1
T000563,Route_20,Subway,20,21.1,30,12.19,2.3,Sat,0,Clear,328.53,61.66,0.792,3.6
T000564,Route_15,Train,14,1.7,31,3.02,2.6,Sat,0,Snow,84.69,5.0,0.904,4.3
T000565,Route_15,Ferry,10,22.3,32,13.41,5.1,Sat,0,Clear,504.35,44.82,0.955,3.7
T000566,Route_5,Train,19,36.3,30,8.8,3.6,Wed,0,Clear,227.23,93.95,0.7,2.9
T000567,Route_10,Train,10,31.8,33,8.97,3.0,Wed,0,Snow,241.47,75.98,0.882,2.1
T000568,Route_13,Subway,2,21.6,20,4.03,4.2,Mon,0,Rain,70.05,64.05,0.93,2.8
T000569,Route_8,Tram,6,18.2,20,9.51,3.8,Sat,0,Clear,194.24,36.75,0.665,3.1
T000570,Route_7,Train,15,8.6,18,10.3,1.1,Fri,0,Clear,218.17,36.28,0.879,3.5
T000571,Route_3,Bus,8,6.4,21,3.1,1.0,Fri,0,Clear,77.47,6.26,0.824,1.8
T000572,Route_4,Subway,14,23.5,38,3.5,1.0,Sat,0,Rain,147.74,53.85,0.912,3.8
T000573,Route_5,Subway,3,20.3,26,9.29,1.6,Sun,0,Clear,212.28,52.46,0.931,3.5
T000574,Route_3,Bus,12,21.7,30,14.58,4.2,Mon,0,Rain,452.47,50.31,0.875,4.2
T000575,Route_10,Bus,21,35.6,43,5.86,4.2,Mon,0,Clear,246.6,104.0,0.844,4.1
T000576,Route_16,Subway,13,13.3,32,7.77,5.6,Sat,0,Rain,227.92,21.96,0.808,3.1
T000577,Route_6,Bus,10,9.1,24,6.81,4.2,Thu,0,Clear,143.22,21.64,0.867,3.9
T000578,Route_10,Train,10,11.4,20,4.84,2.9,Tue,0,Rain,93.31,28.96,0.875,2.9
T000579,Route_13,Subway,12,9.1,30,4.54,4.3,Wed,1,Rain,111.14,31.73,0.963,3.9
T000580,Route_3,Bus,19,15.9,25,8.87,7.4,Thu,0,Clear,260.6,28.36,0.72,2.2
T000581,Route_4,Tram,21,44.3,28,7.88,3.2,Fri,0,Snow,251.56,103.3,0.733,4.1
T000582,Route_10,Bus,13,14.5,30,8.22,7.6,Tue,1,Snow,228.21,16.94,0.805,2.8
T000583,Route_8,Train,10,5.0,23,4.25,3.7,Sun,0,Snow,117.24,5.0,0.744,4.3
T000584,Route_6,Ferry,0,25.4,33,1.73,7.8,Mon,0,Clear,57.19,58.24,0.929,4.2
T000585,Route_20,Subway,8,25.6,37,5.37,2.3,Mon,0,Clear,162.18,51.67,0.731,3.7
T000586,Route_17,Subway,2,29.3,34,9.81,6.0,Wed,0,Rain,385.32,76.26,0.863,3.3
T000587,Route_19,Subway,17,11.0,31,4.84,1.9,Wed,0,Clear,144.63,23.33,0.939,2.5
T000588,Route_4,Bus,10,15.9,32,1.7,5.4,Thu,0,Clear,50.23,44.45,0.941,3.1
T000589,Route_4,Ferry,14,28.6,36,11.96,4.2,Fri,0,Rain,476.93,63.77,1.0,4.1
T000590,Route_12,Ferry,2,39.1,29,5.46,1.1,Mon,0,Fog,174.35,119.25,0.745,3.1
T000591,Route_15,Subway,3,10.8,29,11.4,0.8,Fri,0,Clear,346.77,19.59,0.887,3.5
T000592,Route_5,Subway,15,11.9,23,13.73,10.4,Sat,0,Snow,348.56,18.2,0.904,4.0
T000593,Route_15,Bus,1,39.8,34,13.83,6.3,Mon,0,Clear,382.95,99.12,0.845,3.3
T000594,Route_14,Bus,4,2.7,35,10.85,6.4,Tue,0,Rain,384.88,5.0,0.853,4.3
T000595,Route_18,Train,12,13.4,30,11.51,5.6,Thu,0,Clear,296.33,41.13,0.874,3.4
T000596,Route_5,Tram,17,6.4,25,14.62,1.4,Sun,0,Clear,392.52,13.24,0.814,5.0
T000597,Route_12,Ferry,6,2.2,25,13.0,1.9,Fri,0,Clear,372.49,16.1,0.926,4.5
T000598,Route_19,Bus,0,1.9,24,14.94,9.6,Thu,0,Clear,373.12,19.48,0.716,3.4
T000599,Route_5,Subway,21,37.6,26,4.03,2.5,Tue,1,Clear,94.58,97.42,0.881,2.8
T000600,Route_19,Ferry,15,19.3,23,14.26,1.5,Wed,0,Snow,300.49,48.56,0.756,2.9
T000601,Route_12,Tram,20,41.2,31,3.05,11.7,Tue,0,Rain,87.91,125.07,0.947,4.0
T000602,Route_15,Bus,11,44.5,29,8.06,2.8,Tue,0,Fog,271.26,115.62,0.907,3.1
T000603,Route_15,Bus,12,32.0,32,6.9,0.7,Tue,0,Clear,252.06,82.37,1.0,2.8
T000604,Route_14,Bus,21,9.6,38,7.77,3.8,Sun,0,Rain,263.14,21.16,0.912,4.2
T000605,Route_17,Tram,15,25.3,22,1.54,1.9,Tue,0,Clear,31.78,54.77,0.882,3.1
T000606,Route_7,Tram,17,43.7,30,9.01,17.1,Fri,0,Clear,245.86,100.07,0.885,3.3
T000607,Route_7,Tram,11,36.1,23,7.89,0.1,Sun,0,Clear,214.47,103.2,0.88,4.1
T000608,Route_16,Bus,7,7.8,32,9.86,1.6,Thu,0,Clear,254.07,30.37,0.883,4.3
T000609,Route_20,Ferry,8,2.6,29,9.59,7.1,Mon,0,Rain,246.97,5.0,0.859,3.2
T000610,Route_7,Bus,7,34.1,37,2.93,0.1,Thu,0,Clear,108.58,62.08,0.724,4.1
T000611,Route_2,Train,5,36.3,31,8.45,12.4,Wed,0,Clear,212.22,83.95,0.852,2.9
T000612,Route_10,Train,22,6.7,27,4.05,3.1,Wed,0,Clear,91.06,28.29,0.936,4.2
T000613,Route_18,Tram,3,16.2,34,13.8,6.6,Sat,0,Rain,485.64,42.18,0.919,3.7
T000614,Route_5,Subway,11,12.8,27,12.16,1.3,Mon,0,Clear,348.49,30.18,0.974,3.4
T000615,Route_3,Tram,15,1.4,27,1.94,0.4,Fri,0,Clear,62.39,5.0,0.844,3.9
T000616,Route_6,Bus,18,30.9,24,10.41,5.1,Thu,0,Fog,212.44,81.5,0.821,3.3
T000617,Route_4,Ferry,0,22.5,31,12.07,0.8,Sun,0,Clear,420.4,49.06,0.766,3.7
T000618,Route_3,Tram,1,26.3,20,2.55,0.2,Sat,0,Clear,58.73,80.87,0.862,3.3
T000619,Route_3,Ferry,1,4.4,27,2.16,0.3,Thu,0,Rain,61.5,13.09,0.775,3.1
T000620,Route_3,Train,9,31.6,33,5.33,2.4,Thu,0,Rain,146.21,81.68,0.877,3.6
T000621,Route_14,Tram,12,23.7,26,10.66,2.1,Fri,0,Clear,242.3,57.11,0.884,3.1
T000622,Route_12,Train,9,28.3,34,2.65,23.0,Tue,1,Clear,76.96,74.76,1.0,2.6
T000623,Route_3,Ferry,8,7.5,26,4.58,5.6,Wed,0,Rain,110.26,23.3,0.887,3.9
T000624,Route_9,Train,0,36.6,26,14.22,6.7,Sat,0,Clear,394.27,90.39,0.904,2.7
T000625,Route_14,Tram,9,40.7,24,2.44,4.2,Wed,1,Clear,58.42,107.09,0.916,3.1
T000626,Route_17,Train,20,9.6,37,7.71,7.8,Wed,0,Clear,237.62,24.98,0.845,4.0
T000627,Route_14,Subway,15,18.5,23,13.19,10.2,Thu,0,Clear,306.9,45.74,1.0,3.0
T000628,Route_20,Bus,18,20.4,26,3.73,2.9,Sat,0,Clear,83.2,49.6,0.855,4.1
T000629,Route_2,Train,22,34.1,44,5.73,1.9,Thu,0,Clear,203.77,90.69,0.76,3.3
T000630,Route_7,Train,12,44.3,31,12.8,0.4,Tue,0,Clear,357.99,109.16,0.865,4.2
T000631,Route_13,Tram,8,8.5,33,8.11,2.3,Mon,0,Clear,297.05,18.14,0.814,2.2
T000632,Route_14,Bus,8,36.9,28,8.76,6.4,Wed,0,Clear,281.51,84.8,0.837,4.2
T000633,Route_2,Tram,13,18.5,26,4.21,3.2,Wed,1,Snow,119.24,55.27,0.771,3.8
T000634,Route_12,Subway,1,19.7,28,10.1,2.5,Sun,0,Clear,278.27,42.44,0.8,2.9
T000635,Route_15,Train,15,20.9,33,8.59,13.6,Tue,0,Clear,276.85,50.5,0.814,4.4
T000636,Route_20,Tram,21,14.7,24,1.93,4.6,Thu,0,Clear,40.99,41.28,1.0,3.7
T000637,Route_20,Bus,9,35.0,35,7.24,0.7,Sun,0,Clear,299.85,81.39,0.772,3.5
T000638,Route_12,Tram,18,24.4,21,6.89,0.8,Wed,0,Clear,146.8,73.47,0.853,3.3
T000639,Route_1,Bus,9,15.9,25,5.94,2.3,Fri,0,Rain,121.84,64.6,0.922,5.0
T000640,Route_2,Ferry,3,16.7,22,5.51,4.4,Wed,0,Rain,103.21,22.56,0.959,3.1
T000641,Route_18,Subway,14,34.1,39,4.07,3.9,Sat,0,Clear,164.89,75.67,0.948,2.4
T000642,Route_11,Train,21,15.4,38,7.67,7.7,Sun,0,Clear,317.2,29.65,0.84,3.6
T000643,Route_10,Bus,4,44.9,37,5.48,0.1,Sun,0,Rain,166.78,116.89,0.869,3.9
T000644,Route_10,Train,3,40.9,23,4.21,10.3,Fri,0,Rain,110.34,108.31,0.914,3.6
T000645,Route_3,Tram,14,8.6,35,12.26,4.9,Sat,0,Clear,396.09,38.09,0.766,2.8
T000646,Route_6,Tram,18,9.1,18,4.69,0.1,Thu,0,Rain,70.81,39.22,0.943,3.3
T000647,Route_2,Subway,13,31.6,34,4.32,1.2,Tue,0,Rain,120.65,87.49,0.821,3.4
T000648,Route_5,Subway,0,41.8,25,4.1,0.2,Tue,1,Clear,101.02,97.92,0.652,3.2
T000649,Route_6,Subway,2,38.9,21,13.19,1.7,Tue,0,Clear,268.18,89.33,0.838,4.7
T000650,Route_19,Bus,3,32.3,32,10.49,10.4,Tue,0,Clear,277.57,87.24,0.89,3.9
T000651,Route_8,Subway,18,27.6,23,7.68,0.5,Tue,0,Rain,184.11,71.84,0.709,2.5
T000652,Route_7,Ferry,19,18.3,26,14.09,0.1,Tue,0,Rain,334.65,51.01,0.69,4.7
T000653,Route_6,Subway,9,0.5,38,10.59,4.1,Mon,1,Clear,479.78,5.0,0.723,2.5
T000654,Route_10,Tram,12,32.4,30,8.95,3.4,Wed,0,Clear,273.51,82.1,1.0,2.7
T000655,Route_18,Train,10,32.8,31,8.7,0.3,Fri,0,Snow,260.74,75.69,0.913,4.6
T000656,Route_19,Tram,5,23.2,28,5.96,3.0,Sun,0,Rain,186.17,55.77,0.901,3.6
T000657,Route_10,Ferry,6,4.8,25,2.38,13.0,Thu,0,Fog,58.76,32.89,0.67,4.2
T000658,Route_7,Tram,1,10.5,22,5.85,2.9,Fri,0,Rain,151.23,19.89,0.854,3.9
T000659,Route_3,Tram,21,41.2,29,10.14,1.1,Fri,1,Clear,271.85,107.23,0.794,3.5
T000660,Route_5,Subway,12,13.8,19,8.23,3.3,Mon,0,Clear,158.82,24.74,0.898,1.2
T000661,Route_20,Tram,1,8.3,29,2.05,3.0,Wed,0,Clear,59.66,19.49,0.947,3.3
T000662,Route_2,Subway,15,43.3,26,10.43,0.1,Fri,1,Clear,228.92,108.54,0.839,4.6
T000663,Route_1,Tram,1,21.3,29,1.91,1.0,Sun,0,Clear,65.05,42.17,0.814,3.6
T000664,Route_15,Train,2,30.0,24,3.47,13.1,Wed,0,Fog,89.33,69.18,0.966,3.3
T000665,Route_8,Ferry,13,1.7,33,7.25,7.1,Mon,0,Rain,224.26,6.75,1.0,3.4
T000666,Route_12,Tram,14,41.5,35,13.89,2.0,Sun,0,Clear,515.72,93.32,0.903,1.7
T000667,Route_13,Train,16,43.0,29,12.71,4.8,Mon,0,Clear,352.82,115.1,0.937,2.6
T000668,Route_6,Subway,2,36.8,14,11.0,1.5,Sun,0,Rain,130.64,94.37,0.915,4.1
T000669,Route_5,Subway,10,27.7,19,6.06,9.5,Mon,0,Clear,133.53,68.01,0.881,2.9
T000670,Route_5,Tram,7,14.0,41,10.82,2.9,Sat,0,Rain,425.59,16.19,0.751,3.4
T000671,Route_7,Tram,17,40.9,25,8.63,1.8,Sun,0,Clear,226.66,76.54,0.886,2.1
T000672,Route_16,Train,7,19.9,33,3.29,6.5,Sun,0,Clear,128.72,48.77,0.876,4.9
T000673,Route_16,Subway,6,37.6,18,14.99,2.8,Thu,0,Snow,247.32,87.09,0.736,3.7
T000674,Route_13,Ferry,14,6.6,27,7.51,6.8,Fri,0,Clear,199.17,11.59,0.819,4.6
T000675,Route_3,Subway,9,27.9,24,10.3,0.2,Sun,0,Snow,254.19,78.65,0.977,2.4
T000676,Route_9,Ferry,9,26.6,36,11.32,4.6,Tue,0,Rain,444.17,64.88,1.0,2.7
T000677,Route_9,Train,3,3.5,42,11.72,1.6,Mon,0,Clear,501.44,24.13,0.824,3.3
T000678,Route_15,Tram,15,19.9,36,3.47,7.8,Thu,0,Snow,149.37,61.01,0.713,4.2
T000679,Route_15,Tram,8,18.3,27,1.8,0.4,Fri,0,Rain,49.13,55.82,0.938,3.9
T000680,Route_16,Bus,16,33.4,31,6.88,0.8,Tue,0,Rain,190.77,88.7,0.859,3.5
T000681,Route_7,Bus,1,13.9,24,14.1,8.8,Mon,0,Rain,298.62,55.85,0.876,3.3
T000682,Route_10,Ferry,0,5.3,28,13.56,5.4,Fri,0,Clear,341.09,11.53,0.841,3.2
T000683,Route_10,Subway,22,1.8,27,13.25,3.1,Mon,1,Clear,344.34,5.0,0.635,3.8
T000684,Route_7,Tram,17,23.0,25,2.44,3.0,Mon,0,Clear,63.96,80.22,0.852,3.6
T000685,Route_9,Tram,19,18.4,29,12.02,1.1,Sat,0,Clear,327.62,43.31,0.877,4.7
T000686,Route_5,Tram,2,7.6,31,1.56,2.9,Thu,0,Snow,54.63,32.02,0.997,2.4
T000687,Route_11,Bus,20,42.5,39,11.59,20.4,Sat,0,Fog,484.46,93.84,0.929,4.0
T000688,Route_6,Bus,20,28.8,34,3.16,12.5,Sat,0,Clear,95.53,62.9,0.734,4.2
T000689,Route_4,Bus,0,36.9,30,11.76,2.4,Sun,0,Rain,392.11,73.06,0.688,4.3
T000690,Route_5,Tram,11,44.3,27,11.24,1.6,Tue,0,Clear,336.41,117.4,0.759,4.2
T000691,Route_1,Subway,7,12.9,31,1.93,12.1,Wed,0,Rain,57.37,5.0,0.807,3.6
T000692,Route_3,Bus,20,0.5,36,9.03,3.4,Tue,1,Clear,323.26,5.0,0.884,3.8
T000693,Route_8,Train,1,28.4,27,13.97,5.6,Wed,0,Clear,414.34,78.34,0.972,3.0
T000694,Route_19,Tram,13,3.8,26,11.86,1.6,Sat,0,Clear,320.42,26.99,0.874,1.0
T000695,Route_9,Tram,17,17.2,39,3.86,2.3,Fri,0,Clear,144.82,51.01,0.78,1.7
T000696,Route_8,Subway,1,22.6,27,11.92,4.2,Thu,0,Clear,277.99,70.67,0.898,3.6
T000697,Route_3,Train,14,31.9,35,4.85,0.7,Sun,0,Clear,169.26,80.73,0.745,3.0
T000698,Route_7,Ferry,20,37.0,29,5.11,0.7,Sun,0,Clear,173.22,91.68,0.737,3.3
T000699,Route_10,Tram,11,37.6,36,9.53,0.6,Sat,0,Snow,300.03,98.62,0.8,2.1
T000700,Route_2,Bus,14,17.4,32,14.06,4.2,Tue,0,Clear,518.79,29.63,0.775,3.8
T000701,Route_16,Ferry,18,8.3,34,8.71,3.1,Sat,0,Clear,259.22,13.45,0.762,2.9
T000702,Route_7,Ferry,19,5.4,29,7.12,0.6,Fri,0,Fog,170.6,17.78,0.765,4.4
T000703,Route_7,Train,10,34.0,30,4.91,6.8,Sat,0,Clear,146.73,80.7,0.718,3.5
T000704,Route_18,Train,12,2.4,35,8.02,1.3,Sun,0,Rain,312.98,5.0,0.965,4.6
T000705,Route_13,Tram,3,44.9,32,1.71,4.3,Fri,0,Snow,62.39,107.07,0.979,3.0
T000706,Route_10,Train,21,2.6,23,13.8,18.4,Mon,0,Clear,275.34,5.0,0.844,2.0
T000707,Route_11,Subway,4,38.0,26,13.78,0.6,Sun,1,Clear,316.3,87.8,0.734,4.2
T000708,Route_1,Ferry,14,20.1,23,11.32,7.2,Sun,0,Clear,256.16,51.93,0.803,4.3
T000709,Route_16,Ferry,21,43.1,39,6.29,2.4,Wed,0,Clear,285.5,124.33,0.865,3.5
T000710,Route_8,Ferry,11,29.9,30,2.03,1.6,Mon,0,Rain,60.17,94.52,0.849,4.1
T000711,Route_6,Tram,4,39.2,29,2.72,4.8,Thu,0,Clear,83.86,108.19,0.711,3.1
T000712,Route_1,Bus,1,21.2,25,9.94,17.7,Thu,0,Rain,243.39,47.5,0.831,3.9
T000713,Route_19,Subway,8,12.3,23,8.31,4.2,Sun,0,Clear,182.46,29.15,0.925,3.0
T000714,Route_15,Train,5,32.0,33,11.82,9.3,Thu,0,Clear,419.14,86.82,0.818,3.6
T000715,Route_8,Tram,17,44.9,40,12.37,11.4,Sun,0,Clear,495.74,128.41,0.782,2.6
T000716,Route_15,Ferry,4,24.3,40,7.12,1.9,Tue,0,Clear,323.57,60.18,0.94,4.7
T000717,Route_15,Train,10,2.6,34,2.19,25.0,Thu,0,Clear,62.25,5.0,0.807,4.4
T000718,Route_1,Train,16,12.3,28,6.37,0.7,Fri,0,Snow,176.82,22.67,0.745,4.1
T000719,Route_3,Subway,7,11.1,27,6.85,5.4,Fri,0,Clear,204.51,15.87,0.764,4.2
T000720,Route_19,Tram,22,42.4,29,14.5,10.6,Sun,0,Snow,415.77,85.77,0.736,2.0
T000721,Route_18,Ferry,22,39.1,19,11.92,9.4,Tue,0,Clear,216.65,97.06,0.96,4.1
T000722,Route_3,Ferry,22,10.1,34,3.6,1.6,Fri,0,Rain,99.35,12.81,0.863,2.8
T000723,Route_20,Subway,15,36.2,27,6.85,7.1,Sat,0,Clear,198.89,86.88,0.715,2.8
T000724,Route_1,Subway,11,8.8,27,10.64,2.5,Sat,0,Clear,315.34,36.59,0.704,2.2
T000725,Route_8,Ferry,13,8.9,38,8.45,3.8,Tue,1,Snow,377.79,30.82,0.813,3.4
T000726,Route_10,Tram,1,16.8,30,7.53,3.1,Tue,0,Clear,180.74,39.49,0.947,3.7
T000727,Route_18,Bus,18,21.1,32,13.24,4.2,Sun,0,Clear,404.75,41.65,0.704,3.7
T000728,Route_12,Tram,20,15.6,34,2.74,3.1,Wed,0,Clear,82.66,37.72,0.803,3.0
T000729,Route_1,Bus,7,29.8,33,12.67,0.2,Fri,0,Clear,472.49,81.01,0.87,2.5
T000730,Route_6,Tram,1,25.9,33,5.36,3.1,Thu,0,Rain,173.79,49.96,0.928,4.5
T000731,Route_11,Train,15,22.6,29,14.79,0.1,Tue,0,Rain,408.53,70.97,0.712,2.9
T000732,Route_6,Ferry,6,27.6,33,2.26,4.0,Thu,0,Rain,87.49,86.53,0.817,4.3
T000733,Route_7,Subway,0,45.0,37,2.69,6.8,Sun,0,Rain,109.75,99.77,1.0,2.6
T000734,Route_3,Ferry,19,14.3,29,1.97,0.2,Thu,0,Clear,65.08,48.16,1.0,3.5
T000735,Route_16,Tram,10,37.1,35,13.79,0.1,Wed,0,Clear,539.25,105.5,0.896,3.6
T000736,Route_10,Bus,21,43.2,23,12.9,10.0,Mon,0,Clear,335.12,96.7,0.88,3.6
T000737,Route_16,Train,13,7.1,31,12.51,12.5,Mon,0,Fog,410.61,8.45,1.0,5.0
T000738,Route_19,Subway,5,21.3,25,7.43,1.2,Fri,0,Snow,170.64,70.86,0.835,3.8
T000739,Route_16,Tram,18,28.5,35,4.58,3.3,Tue,0,Clear,190.57,64.57,0.779,3.1
T000740,Route_12,Tram,10,1.6,33,13.36,1.7,Sat,0,Clear,417.66,5.0,0.918,4.3
T000741,Route_11,Tram,10,18.0,33,8.25,5.6,Tue,0,Clear,256.46,38.96,0.893,2.6
T000742,Route_16,Bus,11,12.1,29,13.21,3.9,Sat,0,Rain,348.13,30.85,0.838,3.8
T000743,Route_11,Tram,21,37.5,40,13.34,2.8,Tue,0,Rain,537.74,86.95,0.835,3.9
T000744,Route_14,Train,11,24.3,33,4.04,1.5,Thu,0,Snow,112.22,66.64,0.933,2.5
T000745,Route_13,Ferry,0,29.3,31,2.69,6.0,Mon,1,Snow,84.27,72.27,1.0,5.0
T000746,Route_3,Subway,15,40.0,33,13.34,0.1,Mon,0,Clear,391.25,94.41,1.0,4.0
T000747,Route_9,Subway,14,19.6,38,9.22,0.1,Fri,0,Clear,323.08,46.35,0.822,2.4
T000748,Route_5,Train,21,27.0,33,8.64,2.4,Sat,0,Rain,321.36,77.29,0.923,3.7
T000749,Route_18,Bus,9,11.9,28,13.04,7.1,Tue,0,Clear,303.19,26.38,0.714,4.1
T000750,Route_11,Tram,7,2.5,30,5.14,1.1,Wed,0,Clear,136.34,12.12,0.888,3.3
T000751,Route_5,Bus,18,17.5,30,3.47,9.6,Sun,0,Rain,119.0,43.2,0.795,3.9
T000752,Route_15,Bus,5,36.9,30,6.89,0.6,Mon,0,Clear,168.19,97.65,1.0,2.0
T000753,Route_19,Ferry,19,25.9,28,7.7,10.7,Sat,1,Clear,255.72,70.97,0.881,3.1
T000754,Route_7,Train,4,39.7,25,14.79,8.9,Sat,0,Clear,313.38,95.07,0.919,3.7
T000755,Route_4,Subway,9,24.3,30,14.2,2.0,Sat,0,Rain,366.47,59.24,0.89,4.0
T000756,Route_12,Tram,14,1.3,24,1.7,2.8,Mon,0,Rain,39.1,16.26,0.723,2.6
